NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ИМ,05/2013,IT,76,,14347.17,2848,0
ИМ,05/2013,ES,74,,5167.16,495,0
ИМ,04/2013,ES,69,,133554.23,144229.97,0
ИМ,04/2013,ID,94,,47772,8039,0
ИМ,06/2013,DE,40,,3.56,0.04,0
ИМ,05/2013,CZ,40,,5079.08,26,0
ИМ,06/2013,US,40,,62.4,0.26,0
ЭК,06/2013,AM,05,,779.06,9,0
ИМ,03/2017,BY,84,,112265.44,74458.14,0
ИМ,02/2017,SY,15,,36352.9,9600,0
ЭК,03/2017,GE,15,,6082.14,5404,0
ЭК,02/2017,AB,15,,10976.76,2975,0
ЭК,01/2017,AB,15,,2793.16,819,0
ЭК,02/2017,AM,39,,10241.03,5256,0
ИМ,01/2017,IT,84,,557.94,15.5,0
ИМ,02/2017,BY,84,,45730.58,33743.5,0
ЭК,03/2017,KZ,84,,170129.04,14273,0
ИМ,02/2017,CN,84,,32377,25106.85,0
ИМ,03/2017,US,84,,770073.64,105133.2,0
ИМ,01/2017,CN,84,,61732.94,50800,0
ИМ,02/2017,KR,85,,880.17,0.14,0
ИМ,01/2017,SK,82,,6780.89,36.5,0
ИМ,02/2017,BY,33,,18086.32,1709.29,0
ЭК,02/2017,KG,33,,777.93,488.88,0
ЭК,02/2017,NL,33,,587490,15040,0
ЭК,03/2017,AB,48,,79582.84,84732,0
ЭК,03/2017,GE,48,,11070.94,10060,0
ЭК,03/2017,TM,19,,10355.96,5236,0
ЭК,02/2017,AM,19,,1902.35,900,0
ЭК,02/2017,UA,19,,8720.17,4463.95,0
ЭК,03/2017,KG,19,,3935.53,3500,0
ЭК,01/2017,AB,21,,5963.97,3248,0
ЭК,03/2017,GE,28,,760.94,1121.1,0
ЭК,03/2017,UA,28,,420.31,781.65,0
ЭК,01/2017,AM,73,,2194.16,7007.8,0
ИМ,03/2017,PL,29,,2534.96,720,0
ЭК,03/2017,TR,38,,51775,109e3,0
ЭК,01/2017,AB,04,,160605.09,143456,0
ИМ,02/2017,DE,38,,2628.9,875,0
ИМ,02/2017,IT,38,,2973.94,900,0
ЭК,01/2017,KZ,38,,1286,1821.05,0
ИМ,03/2017,UZ,12,,51100,36e3,0
ЭК,01/2017,BY,83,,135.49,10.1,0
ЭК,03/2017,MD,73,,23.13,3.4,0
ИМ,02/2017,GR,73,,720.72,57,0
ЭК,01/2017,AB,34,,767.52,864.86,0
ИМ,03/2017,SK,70,,720.67,54,0
ИМ,02/2017,DE,72,,46053.87,52091,0
ЭК,02/2017,LV,72,,18200,2e4,0
ЭК,03/2017,AB,32,,8780.97,61500,0
ЭК,02/2017,AZ,18,,19161.34,9e3,0
ИМ,02/2017,MY,69,,1817.56,13.2,0
ИМ,01/2017,DE,32,,119552.96,42327.22,0
ЭК,01/2017,AB,32,,71.49,71.36,0
ИМ,03/2017,LI,32,,10933.2,2400,0
ЭК,02/2017,AM,68,,8960.68,4117.5,0
ЭК,03/2017,GE,68,,21818.69,250699.2,0
ИМ,02/2017,BY,69,,25451.87,2667,0
ИМ,01/2017,IN,40,,80.26,3.6,0
ИМ,02/2017,DK,84,,111300.84,2160,0
ИМ,01/2017,IN,84,,642.66,43.95,0
ЭК,02/2017,PL,09,,11889.36,4e4,0
ИМ,02/2017,PL,39,,23148.29,6412,0
ИМ,03/2017,CN,39,,59887.93,30303.24,0
ЭК,03/2017,LV,39,,10.13,15.75,0
ИМ,02/2017,CA,84,,7174.29,7.32,0
ИМ,01/2017,BY,84,,60437.69,40988.52,0
ИМ,02/2017,MY,84,,70688.28,1500,0
ИМ,02/2017,FR,84,,49704.43,3855,0
ЭК,01/2017,KZ,84,,72247.12,14628,0
ЭК,01/2017,BY,85,,3935.77,43.54,0
ИМ,03/2017,TW,82,,7464.32,50,0
ЭК,02/2017,SG,33,,42227.28,1e3,0
ЭК,01/2017,AZ,22,,7105.21,19201.44,0
ИМ,01/2017,DE,35,,45818.14,20941.03,0
ЭК,03/2017,LV,21,,3292.63,3192,0
ИМ,01/2017,PL,29,,5663.9,1620,0
ЭК,02/2017,KG,38,,136.05,156.6,0
ИМ,03/2017,DE,38,,2616.69,875,0
ЭК,03/2017,UA,38,,1401.01,1631.4,0
ИМ,01/2017,NL,73,,7600,103,0
ЭК,01/2017,BY,73,,513.59,1.2,0
ЭК,01/2017,LV,72,,35200,4e4,0
ЭК,02/2017,IL,44,,5167.35,25390,0
ЭК,03/2017,UA,34,,4280.23,5344.47,0
ИМ,01/2017,SK,72,,425911.82,506387,0
ИМ,03/2017,PL,34,,2986.64,1960,0
ЭК,02/2017,UA,10,,3239.86,4749.5,0
ИМ,03/2017,CN,69,,292502.58,809195.6,0
ИМ,02/2017,DE,32,,95957.71,36600,0
ЭК,02/2017,UA,32,,367.66,365.72,0
ИМ,01/2017,CN,68,,29637.46,89455,0
ИМ,02/2017,IN,69,,6023.68,3036,0
ИМ,01/2017,CN,94,,77205.79,11049.47,0
ИМ,02/2017,BR,05,,70402.92,20390.44,0
ЭК,02/2017,UA,20,,16986.55,43610.18,0
ИМ,02/2017,DE,84,,3301.13,7,0
ЭК,03/2017,AB,15,,25801.53,20513.08,0
ЭК,01/2017,AZ,15,,20243.65,18312,0
ЭК,01/2017,GB,09,,4135,24e3,0
ИМ,03/2017,DE,39,,16404.97,6001.24,0
ЭК,03/2017,AB,39,,6899.32,2569.4,0
ЭК,01/2017,AM,39,,16878.25,9888.8,0
ИМ,03/2017,CH,59,,17682.09,197.4,0
ИМ,01/2017,SK,84,,562.17,8.5,0
ИМ,03/2017,FI,84,,18859.12,168,0
ЭК,03/2017,MD,84,,20418.47,5950.6,0
ЭК,01/2017,AB,48,,28187.57,42550,0
ЭК,02/2017,AB,21,,7723.29,3904,0
ИМ,02/2017,DE,35,,49120.75,16798.2,0
ЭК,01/2017,AB,28,,521.85,790.01,0
ЭК,01/2017,UA,28,,750.12,1468.65,0
ИМ,02/2017,DE,29,,4304.38,1188.09,0
ЭК,01/2017,AB,38,,6456.01,14557.93,0
ИМ,01/2017,DE,73,,26649.54,18.89,0
ИМ,03/2017,DE,73,,6642.73,340,0
ИМ,02/2017,ES,73,,966.42,120,0
ЭК,01/2017,UA,38,,7043.9,10947.9,0
ИМ,03/2017,SK,72,,975241.63,976130.31,0
ЭК,03/2017,AB,72,,20207.44,17538.83,0
ЭК,03/2017,CN,44,,44541.81,229050,0
ИМ,03/2017,VN,72,,365400,406e3,0
ЭК,03/2017,UA,32,,120.32,133.8,0
ИМ,01/2017,FR,32,,51325.92,16800,0
ЭК,01/2017,UA,32,,57.38,62.44,0
ИМ,01/2017,CN,44,,140146.01,348794,0
ЭК,03/2017,LT,44,,198430.23,250841,0
ИМ,02/2017,HU,10,,19322.08,18845,0
ЭК,02/2017,AM,18,,759.18,300,0
ЭК,03/2017,UA,18,,13100.79,4286.6,0
ИМ,02/2017,FR,32,,53850.84,17600,0
ИМ,02/2017,BY,64,,881.94,35,0
ИМ,03/2017,BY,64,,6869.86,194.53,0
ЭК,01/2017,AM,40,,3919.72,1650,0
ЭК,03/2017,BY,20,,29440.48,38071.3,0
ИМ,02/2017,MD,20,,20895.42,24500,0
ИМ,01/2017,AR,08,,45e3,22500,0
ЭК,02/2017,UA,25,,361.47,21e3,0
ЭК,01/2017,BY,84,,55663.72,10350,0
ИМ,02/2017,CZ,84,,19189.8,380,0
ИМ,02/2017,US,84,,818.49,0.73,0
ЭК,02/2017,UZ,15,,1245747.14,1338924.92,0
ИМ,03/2017,PL,39,,33071.94,17937.5,0
ЭК,02/2017,BY,71,,53.21,0.1,0
ИМ,02/2017,UA,39,,18337.58,5135.57,0
ИМ,03/2017,DE,82,,207.31,2.84,0
ИМ,02/2017,CN,85,,291.1,29.08,0
ЭК,03/2017,KZ,85,,4589.88,28.49,0
ЭК,02/2017,IL,48,,75,150,0
ЭК,02/2017,AZ,19,,18408.72,9465,0
ЭК,02/2017,AB,48,,57942.3,73282,0
ЭК,03/2017,AM,22,,17204.5,22887.83,0
ИМ,03/2017,ES,22,,14723.93,24e3,0
ЭК,02/2017,UA,22,,15355.27,53705.2,0
ЭК,02/2017,AB,04,,198244.36,160811,0
ЭК,01/2017,DE,04,,23007.31,2890.81,0
ЭК,03/2017,IL,38,,188134.8,414200,0
ИМ,03/2017,CN,95,,122932.36,22231.4,0
ИМ,03/2017,SK,73,,3004.29,12,0
ИМ,03/2017,PL,73,,7092.66,162,0
ИМ,03/2017,TW,90,,3223.28,30.8,0
ИМ,03/2017,DE,72,,63872.51,67861.85,0
ИМ,02/2017,BY,70,,17134.54,2477.07,0
ЭК,03/2017,GR,44,,10516.23,13200,0
ЭК,02/2017,KZ,44,,52930.84,21368.5,0
ЭК,01/2017,KZ,44,,11888.82,20800,0
ЭК,03/2017,UA,10,,488.92,850,0
ЭК,01/2017,UA,10,,2010.19,3018.75,0
ЭК,03/2017,TM,18,,5905.88,2474,0
ИМ,02/2017,CZ,49,,8635.41,4,0
ЭК,03/2017,GE,32,,19828.38,27908.24,0
ИМ,03/2017,ES,68,,27754.75,22700,0
ИМ,03/2017,DE,68,,609.58,53,0
ИМ,01/2017,IN,68,,40001.66,77093,0
ИМ,03/2017,CN,94,,44982.29,5913,0
ИМ,02/2017,UA,94,,12275.76,4406.19,0
ИМ,01/2017,ID,94,,28540.75,4691,0
ЭК,02/2017,AM,40,,4377.29,1650,0
ЭК,03/2017,GE,20,,9561.5,26282.88,0
ИМ,01/2017,TR,25,,41562.5,625e3,0
ЭК,02/2017,AB,25,,5879.55,63e3,0
ИМ,03/2017,DE,84,,33948.24,4841,0
ЭК,02/2017,BY,84,,35771.62,6060,0
ЭК,02/2017,CN,15,,1002271.75,1193708,0
ЭК,01/2017,UA,15,,76672.35,87709.21,0
ИМ,01/2017,DE,39,,62558.03,27687.33,0
ИМ,03/2017,IT,39,,3138.4,7,0
ЭК,03/2017,CN,39,,10.3,15.75,0
ЭК,03/2017,BY,84,,71094.61,16756,0
ЭК,03/2017,UA,84,,29184.15,3320,0
ИМ,03/2017,UA,84,,53146.51,30122,0
ИМ,01/2017,DE,85,,1653.38,0.04,0
ЭК,02/2017,KZ,33,,685,423.7,0
ЭК,01/2017,UA,33,,570.47,419.7,0
ИМ,03/2017,DE,85,,1165.67,0.15,0
ЭК,02/2017,GE,48,,39024.49,34238,0
ЭК,02/2017,UA,11,,12271.39,12075,0
ЭК,03/2017,AM,19,,2780.5,1350,0
ЭК,01/2017,AM,48,,8635.45,19581,0
ЭК,03/2017,CN,21,,1983.67,1641,0
ЭК,03/2017,UA,22,,8849.57,24924.36,0
ЭК,01/2017,UA,11,,10026.72,10062.5,0
ЭК,03/2017,AB,04,,233923.53,197025,0
ЭК,03/2017,AB,54,,856.86,373.23,0
ЭК,02/2017,UA,38,,3497.45,4912.46,0
ИМ,01/2017,DE,38,,10487.78,3738.6,0
ЭК,02/2017,GB,38,,39213,87140,0
ИМ,01/2017,SK,73,,7040.05,82,0
ИМ,02/2017,CN,90,,156,3.77,0
ИМ,03/2017,TR,70,,50950.66,15762.16,0
ИМ,03/2017,SI,70,,942.33,305.28,0
ИМ,03/2017,CN,44,,346928.1,856409,0
ЭК,02/2017,CN,44,,11838.85,57800,0
ЭК,01/2017,KZ,34,,10739.66,14859.52,0
ИМ,01/2017,CN,72,,187358.22,242692,0
ИМ,03/2017,PL,32,,57003.45,16050,0
ИМ,03/2017,HU,10,,26395.14,17039,0
ЭК,03/2017,AM,18,,2056.19,1090,0
ИМ,01/2017,BR,23,,312185.9,522050,0
ЭК,03/2017,CN,49,,21.46,25,0
ИМ,02/2017,IN,68,,18928.57,27854,0
ИМ,01/2017,DE,40,,40.01,0.11,0
ИМ,01/2017,MD,20,,24841.27,24500,0
ЭК,01/2017,UA,20,,13021.73,34679.18,0
ЭК,02/2017,BY,20,,15106.92,19035.65,0
ИМ,03/2017,SE,84,,277367.4,22730,0
ЭК,02/2017,UA,15,,50363.76,57538.77,0
ЭК,03/2017,UZ,15,,877826.46,965763.78,0
ЭК,01/2017,UZ,15,,490050.4,507043.01,0
ЭК,03/2017,PL,09,,18043.2,6e4,0
ЭК,02/2017,GB,09,,4135,24e3,0
ИМ,02/2017,KR,84,,637.02,0.48,0
ИМ,03/2017,CN,84,,183645.06,61540,0
ЭК,01/2017,KZ,85,,6006.82,72.88,0
ЭК,03/2017,GE,33,,747.36,515.4,0
ЭК,02/2017,AM,22,,15052.87,20954.08,0
ЭК,03/2017,AZ,22,,14623.89,38350.56,0
ЭК,01/2017,UA,22,,12821.82,38778,0
ЭК,02/2017,UA,28,,90.36,188.55,0
ЭК,03/2017,DE,04,,20699.49,2575.72,0
ИМ,03/2017,DE,29,,9137.76,3392.66,0
ИМ,03/2017,FR,38,,5634.41,950,0
ЭК,01/2017,IL,38,,90021.5,217160,0
ЭК,02/2017,BY,83,,69.15,1.2,0
ЭК,02/2017,KZ,34,,10671.79,15374.58,0
ЭК,01/2017,AZ,44,,16732.48,21182,0
ЭК,03/2017,GE,34,,10561.46,12115,0
ЭК,02/2017,UA,34,,11542.6,12861.53,0
ЭК,01/2017,SI,44,,6901.01,14610,0
ЭК,03/2017,DE,44,,29336.07,18237.5,0
ИМ,02/2017,CN,69,,367202.92,1182153,0
ИМ,03/2017,DE,32,,131143.8,42019.59,0
ИМ,01/2017,DE,68,,19607.62,36638,0
ИМ,02/2017,DE,68,,10800.46,18337,0
ЭК,03/2017,UA,25,,1274.36,41e3,0
ЭК,03/2017,KZ,25,,2159,1745,0
ЭК,03/2017,RS,84,,19517.1,6375,0
ИМ,03/2017,TW,84,,32072.48,3369.2,0
ИМ,02/2017,ES,84,,128061.07,56040,0
ИМ,02/2017,UA,84,,34036.3,19957,0
ЭК,03/2017,UA,15,,42623.21,50277.59,0
ИМ,02/2017,DE,39,,3220.26,242.41,0
ИМ,03/2017,SE,59,,28712.19,492,0
ЭК,02/2017,BY,39,,9020.44,800,0
ЭК,02/2017,KZ,84,,6959.4,5500,0
ИМ,02/2017,SE,84,,40085.36,2497,0
ЭК,03/2017,BY,85,,8321.16,206.92,0
ЭК,02/2017,KZ,85,,9101.94,64.05,0
ЭК,02/2017,BY,85,,2106.81,37.66,0
ЭК,03/2017,AB,63,,264.77,92,0
ЭК,03/2017,UA,19,,8459.43,3910.15,0
ЭК,03/2017,GE,19,,3949.4,1850,0
ЭК,01/2017,KZ,33,,217.21,138.52,0
ЭК,01/2017,GE,48,,10061.2,10244,0
ИМ,03/2017,DE,35,,105614.17,47151.18,0
ЭК,02/2017,KZ,28,,1501.07,2087.63,0
ЭК,01/2017,KZ,28,,524.82,943.65,0
ЭК,02/2017,KG,28,,110.95,160.73,0
ИМ,01/2017,DE,29,,400.56,83.52,0
ЭК,02/2017,IL,38,,153387,344880,0
ЭК,01/2017,GB,38,,47545.92,110060,0
ЭК,03/2017,AB,73,,1795.22,2e3,0
ИМ,02/2017,CZ,73,,9488.29,540,0
ИМ,02/2017,TR,73,,27184.03,22234,0
ЭК,03/2017,GE,38,,1090.07,2272.11,0
ЭК,02/2017,BY,38,,594.54,175,0
ИМ,03/2017,FR,70,,63123.68,23449.81,0
ИМ,02/2017,SK,72,,331517.25,359058,0
ЭК,02/2017,KG,34,,1548.54,1709.27,0
ИМ,02/2017,IT,32,,57716.88,16120,0
ЭК,03/2017,AZ,44,,17372.72,21402,0
ЭК,03/2017,KG,18,,3254.13,1500,0
ЭК,03/2017,LV,49,,21.11,25,0
ИМ,01/2017,PL,32,,55301.35,15130,0
ИМ,03/2017,FR,32,,48025.95,15800,0
ЭК,01/2017,KZ,32,,303.9,321.12,0
ИМ,03/2017,BY,69,,33525.77,15257.4,0
ИМ,03/2017,CN,87,,88181.62,38890,0
ИМ,01/2017,BY,64,,6893.25,178.13,0
ИМ,03/2017,MD,20,,45801.62,49e3,0
ЭК,03/2017,UA,20,,11909.32,29668.2,0
ИМ,03/2017,TR,17,,1329.34,107.92,0
ЭК,01/2017,UA,25,,353.53,21e3,0
ЭК,01/2017,PL,09,,10818.12,4e4,0
ЭК,03/2017,GB,09,,4135,24e3,0
ИМ,02/2017,SE,59,,35564.66,587,0
ИМ,03/2017,IT,84,,17707.75,660,0
ЭК,01/2017,AM,84,,15147.04,2379,0
ИМ,03/2017,BY,33,,14343.52,1045.82,0
ИМ,01/2017,BY,33,,6147.64,406.7,0
ЭК,03/2017,AM,48,,9145.94,19921,0
ЭК,03/2017,AB,21,,9021.26,4500,0
ЭК,03/2017,AB,28,,2957.28,17e3,0
ИМ,02/2017,UA,73,,53982.27,20945.23,0
ЭК,02/2017,KZ,38,,454.54,543.38,0
ИМ,02/2017,LI,38,,3143.09,940,0
ИМ,02/2017,BY,73,,16812.66,7480,0
ИМ,02/2017,DE,34,,2400.67,330.12,0
ЭК,03/2017,AB,44,,3402.04,7332.48,0
ЭК,01/2017,UA,34,,12983.45,16389.52,0
ЭК,03/2017,AB,76,,475.67,19,0
ЭК,01/2017,IL,44,,7279.66,36176,0
ИМ,02/2017,CN,44,,215082.12,502593,0
ЭК,03/2017,AZ,10,,13150.08,19595.52,0
ЭК,02/2017,UA,18,,12985.18,5036.8,0
ИМ,03/2017,TR,18,,605.61,32.83,0
ИМ,02/2017,LI,32,,26227.18,5833,0
ИМ,01/2017,CN,69,,225902.87,598915.39,0
ИМ,03/2017,IN,68,,12899.79,25188,0
ИМ,03/2017,DE,40,,48.12,0.56,0
ИМ,03/2017,TR,25,,179386.63,2316500,0
ИМ,03/2017,ES,20,,32886.77,23920,0
ИМ,03/2017,CL,08,,6e4,1e4,0
ЭК,02/2016,BY,15,,75702.85,81706.35,0
ИМ,01/2016,GB,84,,1606.85,1.8,0
ИМ,03/2016,DK,84,,299356.4,5817,0
ИМ,02/2016,BY,30,,1.86,0.32,0
ЭК,03/2016,KZ,85,,7780.04,449,0
ЭК,03/2016,BY,85,,10711.92,281.5,0
ИМ,02/2016,CN,82,,46223.77,5540.68,0
ИМ,02/2016,TW,82,,5523.81,452.69,0
ИМ,02/2016,VN,63,,1224.29,235.81,0
ЭК,01/2016,UA,22,,6738.61,18321.12,0
ИМ,02/2016,MD,22,,14498.05,24220,0
ИМ,01/2016,DE,29,,1959.05,874.13,0
ИМ,03/2016,DE,29,,4042.96,1807.56,0
ИМ,03/2016,BY,83,,55043.24,20449,0
ИМ,02/2016,BY,12,,1820.07,1236.6,0
ЭК,03/2016,UA,83,,32367.16,18270,0
ЭК,03/2016,BY,73,,244.38,15,0
ИМ,03/2016,DE,38,,9967.48,3150,0
ИМ,03/2016,IT,38,,2984.72,940,0
ЭК,03/2016,NL,38,,21005.11,42640,0
ЭК,03/2016,KZ,44,,14803.26,20789,0
ИМ,02/2016,CN,62,,2535.61,133.2,0
ЭК,03/2016,BY,10,,20242,30875,0
ЭК,02/2016,BY,10,,15011.27,29360,0
ИМ,03/2016,VN,72,,152019.01,162431,0
ЭК,01/2016,AB,34,,598.6,1389.07,0
ИМ,01/2016,DE,32,,26783.17,7619.41,0
ИМ,02/2016,FR,32,,59714.87,17200,0
ИМ,03/2016,CN,69,,19296.6,49162.39,0
ИМ,01/2016,SK,69,,73527.06,44068,0
ЭК,02/2016,GE,15,,41290.13,46504.32,0
ЭК,02/2016,KG,15,,58616.86,64572,0
ЭК,02/2016,UA,15,,18487.07,21024.4,0
ИМ,03/2016,BY,84,,123783.31,2646972.56,0
ИМ,03/2016,IT,84,,422302.22,4197,0
ИМ,02/2016,GB,84,,2600,54.33,0
ИМ,02/2016,UA,84,,23408.74,20648,0
ЭК,03/2016,AM,84,,17587,8611,0
ИМ,02/2016,DE,39,,13200.9,4146.38,0
ИМ,03/2016,NL,84,,451965.06,22385,0
ЭК,01/2016,PL,09,,6072.8,4e4,0
ИМ,01/2016,DE,39,,1699.08,96.37,0
ИМ,03/2016,CN,39,,19192.56,8560,0
ЭК,02/2016,BY,85,,3694.33,193.6,0
ЭК,01/2016,KZ,85,,7248.53,915,0
ИМ,01/2016,CN,85,,28956.92,1437.7,0
ИМ,01/2016,DE,82,,101.84,0.98,0
ИМ,02/2016,PL,82,,1069.49,82.5,0
ИМ,02/2016,CN,63,,781.45,28.76,0
ЭК,03/2016,BY,11,,13802,21772.8,0
ЭК,02/2016,UA,28,,431.53,1071.68,0
ЭК,03/2016,DE,04,,20338.91,3915.24,0
ИМ,02/2016,BY,83,,62505.79,20729,0
ЭК,02/2016,DE,12,,77227.18,3460,0
ИМ,03/2016,UZ,12,,14849.38,16660,0
ЭК,01/2016,BY,90,,3254.65,1303.06,0
ИМ,03/2016,US,73,,5966.58,23.44,0
ИМ,01/2016,DE,35,,39356.99,15961.19,0
ЭК,03/2016,UA,38,,5231.78,9472.77,0
ИМ,03/2016,DE,35,,124246.17,54274.88,0
ЭК,02/2016,FR,44,,61246.25,20755,0
ИМ,02/2016,CN,95,,286523.74,75216.5,0
ЭК,01/2016,GE,44,,2385.11,11393,0
ЭК,02/2016,KZ,44,,20201.16,20105.58,0
ИМ,01/2016,CN,70,,95.1,9.45,0
ИМ,03/2016,DE,32,,95077.71,30802.26,0
ЭК,03/2016,UA,32,,64.69,89.2,0
ЭК,01/2016,AB,32,,51.72,80.28,0
ИМ,02/2016,CN,69,,178919.45,514923.08,0
ИМ,01/2016,BY,69,,34348.04,21710.29,0
ИМ,03/2016,ID,86,,3559.6,3800,0
ИМ,02/2016,CN,94,,41027.29,6024.15,0
ИМ,03/2016,US,74,,38.08,0.11,0
ИМ,01/2016,ID,94,,25092.1,4367,0
ИМ,03/2016,TR,94,,1680.15,80,0
ЭК,02/2016,AM,20,,53.43,180,0
ИМ,03/2016,HK,87,,79189.08,23518,0
ЭК,03/2016,AM,15,,22663.8,21e3,0
ИМ,03/2016,UA,84,,26711.82,19695,0
ИМ,03/2016,BY,33,,2902.27,233.3,0
ИМ,02/2016,CN,85,,7791.37,1024.7,0
ЭК,03/2016,AB,22,,4743.59,5352,0
ЭК,01/2016,UA,28,,66.5,188.55,0
ЭК,02/2016,DE,04,,15419.55,3102.7,0
ЭК,03/2016,KZ,04,,14306.23,2222.82,0
ИМ,02/2016,UZ,12,,12808.61,15606,0
ИМ,02/2016,TW,90,,756.75,24.6,0
ИМ,03/2016,CN,95,,178831.96,28534.8,0
ИМ,01/2016,DE,38,,13092.02,3704,0
ЭК,02/2016,IL,38,,252184,655850,0
ЭК,03/2016,CN,44,,98466.13,601121,0
ЭК,03/2016,UA,44,,1788.09,2e4,0
ИМ,02/2016,CN,44,,124483.19,328318,0
ЭК,02/2016,AM,44,,6231.65,19800,0
ИМ,03/2016,DE,34,,2424.35,369.42,0
ЭК,03/2016,UA,34,,14130.62,25067.19,0
ИМ,02/2016,DE,72,,351108.11,399311,0
ИМ,02/2016,VN,72,,427800.33,484750,0
ИМ,03/2016,IN,68,,23593.97,52740,0
ИМ,01/2016,IT,32,,2855.95,880,0
ИМ,02/2016,PL,49,,11.34,30.08,0
ИМ,03/2016,SY,07,,309032.98,221740.6,0
ЭК,02/2016,UA,20,,7823.37,32238,0
ЭК,03/2016,DE,20,,0.58,439.74,0
ЭК,03/2016,UA,15,,30188.83,32249.16,0
ЭК,01/2016,GE,15,,18337.5,20786.72,0
ЭК,03/2016,DE,15,,18036.23,18335.06,0
ЭК,02/2016,AM,15,,37491.54,42014.36,0
ИМ,03/2016,US,39,,264.33,0.45,0
ЭК,03/2016,PL,09,,4718.28,2e4,0
ЭК,03/2016,BY,39,,86.23,3.86,0
ЭК,02/2016,UA,33,,451.65,366.66,0
ЭК,03/2016,AB,21,,1150.76,796,0
ЭК,01/2016,AB,21,,786.74,612,0
ЭК,02/2016,BY,11,,11083.77,21772.8,0
ЭК,01/2016,AB,28,,360.98,890.54,0
ЭК,01/2016,AB,04,,132199.13,148166,0
ИМ,02/2016,CN,83,,5763.32,1082.1,0
ИМ,02/2016,ES,73,,1241.3,150,0
ИМ,03/2016,ES,73,,178.21,21,0
ЭК,02/2016,DE,44,,1844.2,21581,0
ИМ,03/2016,FR,38,,2334.2,380,0
ЭК,02/2016,UA,38,,4392.43,9479.23,0
ЭК,03/2016,GE,44,,5600,3986,0
ЭК,02/2016,UA,34,,10312.66,17488.51,0
ИМ,02/2016,CN,96,,1244.75,252.51,0
ИМ,02/2016,SK,72,,196466.83,192177,0
ИМ,03/2016,FR,32,,59974.12,17200,0
ИМ,02/2016,BY,69,,23315.12,15388.96,0
ИМ,01/2016,DE,40,,37.15,0.3,0
ЭК,02/2016,AB,15,,748.61,470,0
ЭК,03/2016,GE,15,,61518.3,68939.3,0
ИМ,02/2016,BY,84,,140204.7,142971.02,0
ЭК,02/2016,KZ,84,,50790.39,16040.1,0
ИМ,02/2016,DE,84,,451214.4,24856,0
ЭК,02/2016,BY,39,,64.59,1.3,0
ИМ,02/2016,CH,39,,161810.8,17600,0
ЭК,01/2016,UA,33,,149.84,122.22,0
ИМ,02/2016,BY,33,,12356.6,1042.4,0
ИМ,02/2016,CN,59,,2668.72,218,0
ИМ,02/2016,SE,59,,59426.53,898.5,0
ИМ,02/2016,DE,85,,227.43,0.2,0
ИМ,02/2016,PL,85,,161.27,20.09,0
ЭК,02/2016,GE,48,,21431.01,23610,0
ЭК,03/2016,AB,48,,71243.49,124510,0
ИМ,01/2016,UZ,12,,11615.81,14580,0
ЭК,02/2016,BY,90,,80.71,0.3,0
ИМ,03/2016,DE,90,,194538.19,21.9,0
ЭК,02/2016,NL,38,,21044.52,42920,0
ЭК,03/2016,AB,34,,1757.15,3015.05,0
ИМ,03/2016,SK,72,,418211.73,442e3,0
ЭК,03/2016,NL,72,,14341.8,2e4,0
ИМ,03/2016,BY,70,,484.93,224.41,0
ИМ,03/2016,FI,68,,518.51,18,0
ИМ,01/2016,ES,32,,25031.51,8e3,0
ИМ,01/2016,CN,69,,84404.44,265965.7,0
ЭК,03/2016,BY,94,,85.53,3.4,0
ИМ,02/2016,SY,08,,309387.68,509088.38,0
ЭК,03/2016,IL,15,,10560,11412,0
ЭК,01/2016,BY,15,,56797.89,65008.2,0
ЭК,03/2016,BY,84,,230009.22,59303.1,0
ИМ,02/2016,IT,84,,255699.93,10648,0
ИМ,02/2016,CN,39,,169831.5,80378.67,0
ИМ,02/2016,PL,39,,595.31,106.86,0
ЭК,01/2016,NL,33,,26730,33,0
ИМ,01/2016,BY,33,,12861.16,1286.9,0
ИМ,02/2016,BY,85,,111.08,3.77,0
ЭК,03/2016,AM,48,,15918.83,39170,0
ЭК,02/2016,AB,21,,5783.53,4828,0
ЭК,03/2016,UA,28,,366.89,728.7,0
ЭК,02/2016,KZ,04,,13011.61,2598.86,0
ИМ,02/2016,PL,73,,61.77,8.27,0
ИМ,02/2016,CN,73,,1277.38,152.1,0
ЭК,01/2016,NL,38,,72446.78,147980,0
ЭК,03/2016,IQ,44,,3265.92,33169,0
ЭК,03/2016,LT,44,,4041.17,18096,0
ЭК,02/2016,CN,44,,121986.54,813423,0
ЭК,01/2016,IL,44,,10571.3,20696,0
ИМ,01/2016,VN,72,,79928.56,76725,0
ЭК,01/2016,UA,34,,3274.37,5502.13,0
ИМ,02/2016,BY,70,,12993.64,3724.71,0
ИМ,03/2016,EG,68,,9861.59,26395,0
ЭК,01/2016,LV,68,,1567.78,5125,0
ИМ,03/2016,US,68,,2207.1,0.21,0
ИМ,03/2016,IT,32,,55812.71,16960,0
ИМ,02/2016,DE,32,,46496.47,14295.68,0
ИМ,03/2016,AR,23,,242e3,55e4,0
ИМ,02/2016,IT,06,,113424.89,15903,0
ИМ,02/2016,ID,94,,23692.9,4383,0
ИМ,03/2016,BY,64,,11808.06,377.75,0
ИМ,02/2016,SY,07,,73177.38,91640,0
ИМ,02/2016,CN,64,,1869.94,150.24,0
ИМ,03/2016,SY,08,,1512842.03,2822490.26,0
