NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ЭК,07/2017,KZ,8483,,167995.31,27450,0
ЭК,07/2017,AB,4819,,100247.97,122055,0
ЭК,07/2017,KZ,1005,,14778.12,19595.52,0
ЭК,07/2017,KG,3402,,1324.12,1694.57,0
ИМ,07/2017,BY,8432,,8924.63,9300,0
ИМ,07/2017,UA,4016,,8678.16,10090,0
ЭК,07/2017,BY,8483,,140070.1,22300,0
ИМ,07/2017,TR,6911,,41405.04,7233.93,0
ИМ,07/2017,DE,3209,,9359.75,1065.24,0
ЭК,07/2017,BY,8431,,14120.18,2850,0
ИМ,07/2017,CN,6116,ПАР,67900,14550,13e3
ИМ,07/2017,IT,0602,,19465.27,5755,0
ЭК,07/2017,UA,1005,,15796.65,21772.8,0
ЭК,07/2017,AM,8419,,169.58,345,0
ИМ,07/2017,ES,8483,,751.66,1.3,0
ИМ,07/2017,TR,9401,,15209.04,2600.69,0
ИМ,07/2017,DE,3909,,3104.26,1120.93,0
ЭК,07/2017,GE,3208,,17846.84,22733.32,0
ЭК,07/2017,KG,8309,,12678.51,6279,0
ИМ,07/2017,DE,7210,,103491.08,94793,0
ЭК,07/2017,KG,7310,,51363.26,25195.2,0
ИМ,07/2017,DE,8537,,2869.49,1.85,0
ИМ,07/2017,AZ,2204,Л,73798.92,136813.2,138e3
ЭК,07/2017,AB,3305,,135.19,270,0
ЭК,07/2017,BY,8428,ШТ,75352.41,13100,5
ЭК,07/2017,AB,6305,,283.38,92,0
ЭК,07/2017,OS,3923,,19038.44,12867.38,0
ЭК,07/2017,KZ,8531,,4795.46,29.45,0
ИМ,07/2017,VN,7210,,14109.98,16039,0
ЭК,07/2017,OS,7308,,8263.89,4423.5,0
ЭК,07/2017,AB,3206,,58.26,53.52,0
ИМ,07/2017,GB,3919,,251.04,0.82,0
ИМ,07/2017,ES,7616,,1479.59,6.8,0
ЭК,07/2017,UA,3214,,5554.26,42375,0
ЭК,07/2017,AB,3402,,2485.13,3515.72,0
ЭК,07/2017,LT,4407,,21440.21,38e3,0
ИМ,07/2017,CN,6810,,14061.8,22361.5,0
ИМ,07/2017,TR,8432,,45e3,23550,0
ЭК,07/2017,AB,1517,,7074.4,2018,0
ЭК,07/2017,KZ,8525,ШТ,363.19,4.14,15
ИМ,07/2017,DE,8481,,2924.2,8.78,0
ЭК,07/2017,BY,8521,ШТ,799.8,20.7,13
ИМ,07/2017,US,4016,,19.29,0.04,0
ЭК,07/2017,AB,3808,,4439.48,11804.37,0
ЭК,07/2017,KG,3206,,51.07,53.52,0
ИМ,07/2017,US,3926,,1709.21,0.21,0
ЭК,07/2017,GE,4819,,12360.01,11770,0
ИМ,07/2017,CN,8414,,5123.83,693,0
ЭК,07/2017,AB,3921,,1496.63,476,0
ИМ,07/2017,TR,9403,,5540.32,1242.65,0
ЭК,07/2017,AB,5407,М2,1338.66,530.86,9200
ЭК,07/2017,KZ,8517,ШТ,237.46,4.74,8
ИМ,07/2017,TR,7615,,7122.41,841.71,0
ИМ,07/2017,CL,0802,,59700,9950,0
ИМ,07/2017,DE,3212,,2260.86,148.64,0
ИМ,07/2017,DE,6806,,10882.42,18813,0
ЭК,07/2017,AB,8302,,516.27,303,0
ЭК,07/2017,AB,2106,,11246.6,5740,0
ИМ,07/2017,BY,8412,,19282.87,5540,0
ИМ,07/2017,CA,4016,,12.26,0.03,0
ИМ,07/2017,FI,9402,,5318.37,90,0
ИМ,07/2017,CN,8432,,90279,74800,0
ИМ,07/2017,BY,8483,,46169.77,39536,0
ЭК,07/2017,KG,3824,,661.92,658.32,0
ЭК,07/2017,BY,2202,Л,3572.91,11252.31,10428
ЭК,07/2017,BY,2009,,16752.25,27265.25,0
ИМ,07/2017,DE,8439,,49492.98,704.5,0
ЭК,07/2017,AB,3401,,664.35,889.18,0
ЭК,07/2017,KG,3808,,367.42,832.52,0
ИМ,07/2017,US,3919,,231.99,0.46,0
ИМ,07/2017,ES,8484,,59.1,0.25,0
ИМ,07/2017,TR,9603,ШТ,4399.57,1199.08,6580
ИМ,07/2017,CA,3926,,18.32,0.03,0
ИМ,07/2017,DE,3506,,103837.86,44622.77,0
ИМ,07/2017,ES,3926,,1853.51,0.71,0
ИМ,07/2017,CA,7326,,1469.29,3.87,0
ИМ,07/2017,MD,2009,,75133.53,73500,0
ЭК,07/2017,BY,8517,ШТ,134.8,0.91,4
ИМ,07/2017,TR,7323,,9356.58,925.66,0
ЭК,07/2017,KZ,4409,,12759.59,20800,0
ИМ,07/2017,DK,3926,,45.88,0.04,0
ЭК,07/2017,AB,4410,М3,9216.2,20185.6,32.58
ИМ,07/2017,UA,9403,,4758.84,1818.74,0
ЭК,07/2017,IL,3823,,255244,531310,0
ЭК,07/2017,GE,3209,,7901.16,21870.8,0
ИМ,07/2017,DE,3208,,83019.25,24317.97,0
ИМ,07/2017,CZ,4016,,9410.25,61.2,0
ЭК,07/2017,DE,0406,,22105.22,2548.32,0
ЭК,07/2017,AB,2811,,2917.09,17e3,0
ЭК,07/2017,AB,3925,,2781.15,530,0
ИМ,07/2017,CN,8477,,58956.71,8994,0
ИМ,07/2017,BY,3303,,14245,966.4,0
ЭК,07/2017,TR,4403,М3,4345,22811,21.73
ЭК,07/2017,MD,8432,,19633.05,6261,0
ЭК,07/2017,BY,7604,,2795.8,2,0
ЭК,07/2017,AM,4805,,9048.66,19827,0
ЭК,07/2017,UA,4412,М3,9393.64,19641.6,29.76
ИМ,07/2017,NL,7210,,472048.66,431766,0
ЭК,07/2017,BY,8507,,36.97,10.66,0
ИМ,07/2017,SY,0809,,13974.26,19e3,0
ЭК,07/2017,KZ,8529,,235.64,4.8,0
ИМ,07/2017,TR,2530,,75675,1162500,0
ИМ,07/2017,ES,8481,,2011.19,1.38,0
ИМ,07/2017,TR,3923,,657.84,112.86,0
ЭК,07/2017,KG,3307,,386.42,244.44,0
ЭК,07/2017,KZ,2202,Л,3961.86,11243.09,10269
ЭК,07/2017,AM,8483,,5774.71,625,0
ИМ,09/2016,CN,84,,100292.69,78499.53,0
ЭК,07/2016,GB,09,,5035,22e3,0
ЭК,07/2016,GE,15,,87959.35,88788.5,0
ЭК,08/2016,AB,15,,885.8,419,0
ЭК,09/2016,BY,84,,35717.42,7590,0
ИМ,08/2016,US,84,,4863.76,26.77,0
ИМ,08/2016,BY,84,,128672.34,103111.7,0
ИМ,09/2016,CN,39,,101731.84,43928.28,0
ИМ,09/2016,UA,39,,9385.1,3087.3,0
ЭК,07/2016,BY,85,,9333.22,235,0
ИМ,09/2016,IN,82,,611.71,92.2,0
ЭК,08/2016,KZ,33,,904.2,619.24,0
ИМ,07/2016,BY,33,,17356.51,1221.4,0
ЭК,08/2016,BY,11,,11201.62,20412,0
ЭК,08/2016,GE,48,,39152.83,34445,0
ЭК,08/2016,AB,21,,10129.82,6602,0
ЭК,08/2016,BY,22,,1175.88,6544,0
ЭК,09/2016,CN,22,,6e3,7020,0
ЭК,09/2016,UA,28,,459.91,986.5,0
ЭК,07/2016,UA,83,,22087.81,9100,0
ИМ,09/2016,PL,73,,27.47,8.27,0
ИМ,09/2016,CN,83,,1440.28,424.81,0
ЭК,08/2016,UA,38,,1599.19,2945.77,0
ЭК,08/2016,DE,04,,22393.19,3524.42,0
ИМ,09/2016,FR,38,,11908.29,1900,0
ЭК,08/2016,IL,38,,344438.65,788950,0
ЭК,07/2016,AM,38,,493.08,1042.86,0
ЭК,08/2016,AB,38,,8914.81,22505.15,0
ИМ,08/2016,DE,29,,4511.97,1842.32,0
ЭК,09/2016,KZ,34,,12191.68,16072.42,0
ИМ,07/2016,VN,72,,84620.3,86116,0
ЭК,08/2016,UA,34,,5478.13,8842.6,0
ИМ,09/2016,CN,44,,207796.83,518766.6,0
ЭК,08/2016,LT,44,,4654.95,21666,0
ЭК,08/2016,KZ,44,,11677.84,20694,0
ИМ,07/2016,SI,70,,770.52,254.45,0
ИМ,09/2016,IT,56,,76071.63,14592,0
ИМ,09/2016,CN,76,,159.19,40,0
ЭК,09/2016,AB,32,,111.82,133.8,0
ЭК,08/2016,GE,32,,19079.03,43320,0
ЭК,07/2016,UA,32,,70.37,80.28,0
ИМ,09/2016,ID,94,,25914.6,4962,0
ИМ,09/2016,MD,20,,21891.85,24500,0
ИМ,07/2016,BY,64,,4571.67,111.42,0
ИМ,07/2016,CN,64,,21036.26,1988.7,0
ЭК,07/2016,AB,25,,6594.85,66e3,0
ЭК,08/2016,GE,15,,42948.2,46696.48,0
ИМ,07/2016,DE,39,,46226.37,21721.56,0
ИМ,07/2016,IN,84,,2241.81,60,0
ЭК,09/2016,KZ,84,,122327.9,15750,0
ЭК,08/2016,BY,85,,4926.56,80.3,0
ИМ,09/2016,PL,85,,83.91,4.11,0
ИМ,09/2016,CN,63,,1495.45,55,0
ИМ,09/2016,PL,63,,777.5,28.34,0
ЭК,08/2016,NL,33,,174794.4,3960,0
ЭК,09/2016,AB,33,,71.02,72,0
ЭК,09/2016,AB,48,,74030.39,118504,0
ИМ,08/2016,ES,22,,25782.3,47440,0
ЭК,08/2016,UA,28,,143.31,252.47,0
ЭК,08/2016,AB,28,,3534.33,18365.45,0
ИМ,07/2016,CN,73,,280.54,43.69,0
ЭК,08/2016,AB,83,,945.87,1038,0
ИМ,07/2016,CN,83,,1858.47,468.29,0
ЭК,07/2016,DE,04,,17252.57,2667.83,0
ИМ,09/2016,DE,38,,669.58,218,0
ИМ,08/2016,GB,73,,9148.29,13.18,0
ИМ,08/2016,DE,73,,12742.73,2524.06,0
ЭК,08/2016,KZ,04,,3269.13,474.33,0
ЭК,09/2016,AB,04,,308115.3,302038,0
ЭК,08/2016,KZ,34,,12303.38,13111.06,0
ЭК,07/2016,DE,72,,49423.48,49900,0
ЭК,08/2016,AM,44,,21387.44,7242,0
ЭК,09/2016,LT,44,,43593.09,75448,0
ИМ,07/2016,CZ,70,,25578.39,7074.31,0
ИМ,09/2016,PL,56,,427.81,63.41,0
ЭК,09/2016,BY,76,,16.75,1.01,0
ИМ,08/2016,PL,96,,9466.23,716.1,0
ИМ,09/2016,CN,96,,805.73,182.55,0
ИМ,07/2016,CN,62,,12354.6,637.09,0
ИМ,08/2016,IN,68,,13000.14,25878,0
ИМ,07/2016,FI,68,,456.11,16.3,0
ИМ,09/2016,DE,68,,6934.69,231.3,0
ИМ,08/2016,ES,68,,26838.16,22080,0
ИМ,07/2016,DE,68,,1439,34.5,0
ИМ,07/2016,PL,49,,12.21,50,0
ЭК,08/2016,UA,15,,20315.24,20273.25,0
ИМ,09/2016,BY,84,,29756.3,21670,0
ИМ,08/2016,IT,84,,48065.92,4570,0
ИМ,08/2016,DE,39,,19367.22,7320.05,0
ИМ,08/2016,TW,84,,15e4,8300,0
ЭК,07/2016,BY,84,,67978.18,22636.5,0
ИМ,07/2016,BY,84,,59551.81,50189.91,0
ИМ,08/2016,GB,84,,3130.52,6.4,0
ИМ,07/2016,ES,84,,18916.44,10850,0
ИМ,08/2016,IE,84,,13747.43,191,0
ИМ,07/2016,CN,85,,7975.01,485.82,0
ИМ,09/2016,PL,30,,18.15,2.9,0
ЭК,07/2016,KZ,85,,4732.89,80,0
ИМ,09/2016,DE,82,,1388.83,16.48,0
ИМ,07/2016,CN,82,,78994.59,9830.98,0
ЭК,09/2016,BY,85,,14354.12,242.11,0
ИМ,07/2016,VN,63,,782.29,262.9,0
ИМ,07/2016,PL,63,,434.91,11,0
ЭК,09/2016,BY,11,,21307.57,32205.6,0
ЭК,08/2016,UA,22,,23028.09,38103.02,0
ЭК,09/2016,AB,28,,3413.89,18766.81,0
ИМ,07/2016,CN,91,,18.33,0.67,0
ИМ,08/2016,CA,73,,5.74,0.01,0
ИМ,09/2016,CN,95,,26905.76,4425,0
ЭК,09/2016,AB,38,,4668.26,10778.41,0
ИМ,09/2016,TW,90,,550.07,21.36,0
ИМ,08/2016,US,73,,1895.47,11.14,0
ИМ,07/2016,CN,90,,5965.22,545.77,0
ЭК,09/2016,KZ,44,,42269.08,20736,0
ИМ,07/2016,CN,44,,340840.54,845866,0
ИМ,08/2016,SK,72,,374998.41,409245,0
ИМ,08/2016,VN,72,,23623.84,14182,0
ЭК,08/2016,AB,72,,3917.13,3796.22,0
ИМ,07/2016,CN,76,,1157.71,307.82,0
ИМ,09/2016,FR,32,,48823.97,15200,0
ИМ,07/2016,CN,68,,220.88,40.5,0
ИМ,09/2016,BY,69,,40834.43,19279.43,0
ИМ,07/2016,BY,69,,63155.46,37250.36,0
ЭК,07/2016,GE,32,,7649.54,20850.4,0
ИМ,07/2016,FR,32,,108216.62,32400,0
ЭК,09/2016,AB,23,,4131.84,20020,0
ИМ,09/2016,CN,40,,66.48,5.6,0
ИМ,07/2016,MD,20,,47776.22,49e3,0
ИМ,09/2016,CN,64,,1281.33,71.82,0
ИМ,09/2016,BY,64,,18000.97,497.42,0
ИМ,07/2016,TR,25,,128500,2e6,0
ИМ,07/2016,TW,84,,378.45,7.21,0
ИМ,07/2016,UA,84,,30013.98,20508,0
ИМ,07/2016,CN,84,,121334.36,101141.6,0
ИМ,07/2016,IN,42,,94.8,9.3,0
ЭК,09/2016,AM,39,,50.67,2.36,0
ИМ,09/2016,PL,39,,20769.9,7925.37,0
ЭК,09/2016,KZ,85,,15855.29,168.57,0
ИМ,09/2016,SE,59,,42455.59,695.5,0
ИМ,09/2016,CN,85,,10372.91,2291.74,0
ИМ,07/2016,BY,85,,40.94,0.5,0
ИМ,09/2016,CN,82,,40353.03,5763.81,0
ИМ,07/2016,CN,63,,1089.33,38.46,0
ИМ,09/2016,VN,63,,1598.39,498.36,0
ИМ,09/2016,BY,33,,24697.89,1945.05,0
ЭК,09/2016,IL,33,,17550,400,0
ЭК,07/2016,KZ,33,,464.2,325.92,0
ЭК,07/2016,BY,11,,42666.03,65318.4,0
ЭК,07/2016,AB,48,,81967.74,118770,0
ЭК,07/2016,AB,22,,1345.89,5130,0
ИМ,09/2016,DE,35,,89461.53,34396.75,0
ЭК,08/2016,KZ,28,,448.84,624.96,0
ЭК,07/2016,KZ,28,,602.23,926.34,0
ЭК,09/2016,KZ,28,,254.44,373.26,0
ИМ,08/2016,BY,83,,164732.22,63309,0
ИМ,07/2016,CN,95,,28967.08,4758.6,0
ЭК,09/2016,NL,38,,65137.67,131500,0
ЭК,07/2016,UA,38,,1405.15,2574.4,0
ЭК,09/2016,IL,38,,178646.8,443700,0
ЭК,09/2016,KZ,38,,1058.73,1766.55,0
ИМ,08/2016,BY,04,,64801.11,2e4,0
ЭК,07/2016,AB,10,,2199.2,3042.9,0
ЭК,08/2016,GE,44,,3009,3009,0
ИМ,07/2016,SK,72,,244479.41,257032,0
ИМ,08/2016,DE,72,,90283.98,104550,0
ИМ,07/2016,BY,70,,16005.19,4692.29,0
ИМ,07/2016,PL,56,,980.7,136.25,0
ИМ,07/2016,CN,96,,1355.96,335.09,0
ЭК,09/2016,BY,96,,27.81,1.56,0
ИМ,07/2016,IN,68,,15825.09,26390,0
ИМ,08/2016,CN,68,,6600.85,10091.35,0
ИМ,08/2016,KZ,74,,37551.58,877.1,0
ИМ,09/2016,CN,74,,146.48,6.18,0
ИМ,07/2016,BY,94,,11898.18,1696,0
ИМ,07/2016,UA,94,,31487.02,15699.43,0
ИМ,08/2016,DE,40,,223.26,1.5,0
ИМ,08/2016,LU,40,,57.08,0.04,0
ИМ,09/2016,ES,20,,63334.17,47780,0
ЭК,07/2016,AB,20,,61.71,174,0
ИМ,08/2016,CL,08,,86330.15,35560,0
ЭК,09/2016,AM,25,,1032.32,1598.87,0
ЭК,07/2016,UA,15,,49485.03,49156.44,0
ИМ,09/2016,UA,84,,30010.77,20357,0
ЭК,08/2016,KZ,84,,169453.22,35406.6,0
ИМ,07/2016,CN,42,,164.39,13.8,0
ИМ,07/2016,PL,84,,37.16,8.97,0
ЭК,08/2016,GB,09,,10970,48e3,0
ЭК,09/2016,BY,39,,18.83,3.4,0
ИМ,07/2016,TR,84,,17328.47,1590,0
ИМ,09/2016,DE,39,,27418.02,7593.91,0
ИМ,07/2016,BY,39,,12.71,2.26,0
ЭК,07/2016,KZ,84,,177587,29686,0
ИМ,08/2016,DE,84,,2445.05,21.37,0
ИМ,08/2016,UA,84,,29636.02,20971,0
ИМ,07/2016,PL,30,,48.93,10.33,0
ИМ,07/2016,AM,85,,100,190,0
ИМ,07/2016,PL,82,,965.15,89.92,0
ЭК,09/2016,KZ,33,,600.74,407.4,0
ЭК,08/2016,AB,48,,90737.28,128860,0
ЭК,09/2016,UA,22,,8358.9,22081.83,0
ЭК,09/2016,AM,22,,13920.02,20793.67,0
ИМ,07/2016,AM,83,,100,200,0
ИМ,07/2016,BY,83,,271261.25,105515,0
ИМ,08/2016,UA,73,,44877.31,14319.9,0
ИМ,08/2016,PL,73,,10709.19,3479.52,0
ИМ,07/2016,DE,35,,45273.1,21466.41,0
ЭК,07/2016,AM,22,,13493.64,20808.06,0
ЭК,07/2016,NL,38,,9349.8,21060,0
ИМ,08/2016,DE,38,,1036.94,479.6,0
ИМ,08/2016,CN,54,,16439.94,12048,0
ИМ,08/2016,SK,73,,4413.45,10.18,0
ИМ,07/2016,ES,73,,573.56,69,0
ИМ,07/2016,BY,04,,63892.24,2e4,0
ЭК,09/2016,BY,90,,682.6,7.2,0
ИМ,07/2016,PL,90,,374,43.99,0
ЭК,09/2016,UA,34,,18022.46,25417.06,0
ИМ,08/2016,PL,34,,3179.85,1960,0
ЭК,09/2016,AB,34,,3707.87,6436.26,0
ЭК,09/2016,DE,44,,2937.66,41200,0
ЭК,07/2016,TJ,44,,6893.04,15978.47,0
ИМ,09/2016,IN,68,,12895.66,25316,0
ЭК,08/2016,UA,32,,20.1,26.76,0
ЭК,08/2016,KZ,74,,39256.47,877.1,0
ИМ,09/2016,BR,23,,198307,319850,0
ИМ,07/2016,ID,94,,26095.8,3888,0
ИМ,08/2016,IT,40,,8558.35,65.01,0
ЭК,07/2016,BY,20,,15963.9,27433.26,0
ИМ,08/2016,BY,64,,41480.13,1349.97,0
ЭК,09/2016,UA,25,,9937.66,385e3,0
ЭК,07/2016,UA,25,,4515.92,181e3,0
ЭК,09/2016,AB,15,,17252.38,17965.44,0
ЭК,08/2016,DE,15,,20917.75,18895.78,0
ИМ,08/2016,ES,84,,76030.51,33139.2,0
ЭК,09/2016,UA,15,,54343.73,59335.25,0
ЭК,07/2016,PL,09,,5785.52,2e4,0
ИМ,07/2016,AM,84,,19390,30770,0
ИМ,08/2016,CA,84,,264.71,2.08,0
ЭК,08/2016,BY,71,,1023.72,6,0
ИМ,07/2016,PL,85,,46.19,5.76,0
ЭК,08/2016,KZ,85,,10523.13,113.38,0
ИМ,09/2016,TW,82,,2218.99,204.02,0
ЭК,09/2016,GE,19,,5810.2,2900,0
ИМ,08/2016,BY,33,,16749.4,1248.7,0
ЭК,08/2016,UA,33,,1037.32,733.32,0
ЭК,09/2016,UA,33,,730.02,708.96,0
ИМ,07/2016,CN,61,,1196.71,69.5,0
ЭК,08/2016,AM,65,,629.99,211.2,0
ЭК,08/2016,AM,48,,15638.89,39331,0
ЭК,09/2016,AB,21,,803.86,490,0
ЭК,07/2016,UA,22,,15551.71,33314.35,0
ИМ,09/2016,ES,22,,41576.4,71460,0
ЭК,09/2016,BY,83,,412.2,1.1,0
ИМ,09/2016,CN,73,,1450.88,255.44,0
ИМ,08/2016,ES,73,,1740.49,187.8,0
ИМ,08/2016,DE,35,,87429.81,30640.11,0
ЭК,07/2016,AB,04,,361773.55,355338.62,0
ЭК,07/2016,AB,38,,5272.17,13832.25,0
ИМ,09/2016,DE,29,,270.71,49.64,0
ЭК,08/2016,AB,04,,353732.22,346692.4,0
ИМ,09/2016,BY,04,,64654.65,19960,0
ИМ,07/2016,TW,90,,1137.03,46.08,0
ИМ,07/2016,BY,90,,80.33,0.57,0
ЭК,07/2016,UA,34,,10013.5,13853,0
ИМ,08/2016,ES,72,,10528.41,5630,0
ЭК,07/2016,KZ,44,,19131.89,21320,0
ИМ,08/2016,DE,76,,386.43,0.17,0
ЭК,08/2016,AB,32,,124.2,151.64,0
ИМ,08/2016,PL,68,,25096.21,4050,0
ИМ,09/2016,CN,68,,13953.73,29952.93,0
ИМ,09/2016,DE,32,,75750.6,25014.35,0
ЭК,09/2016,UA,32,,196.03,240.84,0
ИМ,07/2016,CN,69,,439996.4,1424837.5,0
ЭК,07/2016,KZ,94,,1896.37,316,0
ИМ,09/2016,UA,94,,37003.09,18517.82,0
ИМ,07/2016,CN,40,,596.01,91.36,0
ЭК,07/2016,UA,20,,24196.04,64393.38,0
ЭК,07/2016,AB,15,,34471.75,33911.11,0
ИМ,09/2016,CN,42,,345.11,44.55,0
ИМ,09/2016,DE,84,,104626.28,6045.52,0
ИМ,09/2016,PL,84,,79.01,17.94,0
ИМ,09/2016,IT,84,,113731.41,5458,0
ИМ,08/2016,GB,39,,343.01,1.5,0
ИМ,07/2016,PL,39,,3353.45,530.51,0
ЭК,08/2016,BY,84,,134794.76,38160,0
ИМ,08/2016,CN,84,,485763,169909,0
ЭК,07/2016,GT,84,,15780,1740,0
ИМ,08/2016,CN,39,,87213.79,41238.5,0
ИМ,08/2016,PL,82,,32615.21,7782.93,0
ЭК,07/2016,NL,33,,305550,6300,0
ЭК,08/2016,HU,33,,13931.26,200,0
ЭК,09/2016,AZ,19,,21731.5,11286,0
ЭК,09/2016,AM,48,,7791.5,19892,0
ЭК,07/2016,GE,48,,14180.23,12200,0
ЭК,08/2016,AM,22,,27005.51,41685.61,0
ЭК,08/2016,AB,22,,6228.18,6422.4,0
ЭК,07/2016,KZ,73,,3702,97,0
ЭК,08/2016,KZ,38,,866.66,1371.51,0
ЭК,09/2016,EE,38,,31219.2,86720,0
ЭК,09/2016,UA,38,,6813.41,11339.55,0
ИМ,07/2016,CH,73,,6679.76,0.7,0
ЭК,08/2016,AM,90,,313.46,110.56,0
ИМ,09/2016,DE,34,,2456.59,369.42,0
ЭК,07/2016,DE,44,,1409.89,21581,0
ИМ,08/2016,CN,44,,1291713.35,3215779.38,0
ЭК,09/2016,AZ,44,,16132.42,21379,0
ЭК,07/2016,CN,44,,34280.2,262380,0
ЭК,09/2016,BY,44,,1994.83,1400,0
ЭК,09/2016,AB,10,,901.8,1610,0
ИМ,08/2016,DE,68,,22149.62,15611.5,0
ИМ,09/2016,FI,68,,1090.78,36,0
ИМ,08/2016,CN,69,,686557.31,2082048.34,0
ИМ,07/2016,DE,32,,102416.66,30957.04,0
ИМ,09/2016,CN,32,,50751.07,18828,0
ЭК,08/2016,KZ,32,,1733.25,1968.88,0
ЭК,08/2016,BY,94,,202.75,5,0
ИМ,07/2016,CN,94,,37465.24,5709.93,0
ИМ,08/2016,UA,94,,2906.93,1366.36,0
ИМ,09/2016,DE,40,,124.73,3.35,0
ИМ,08/2016,MD,20,,51758.81,49e3,0
ЭК,09/2016,BY,20,,28235.59,39529.6,0
ЭК,08/2016,CN,15,,25380,23873,0
ЭК,07/2016,UA,84,,36605.32,6900,0
ИМ,08/2016,PL,39,,88519.01,29973.48,0
ИМ,07/2016,CN,39,,171076.52,80055.49,0
ИМ,07/2016,UA,39,,2787.18,789.72,0
ИМ,09/2016,ES,84,,20050.91,10850,0
ИМ,08/2016,US,39,,467.71,1.29,0
ИМ,08/2016,GB,85,,2973.75,30,0
ИМ,09/2016,PL,82,,713.7,68.52,0
ИМ,07/2016,IN,82,,729.47,156.06,0
ИМ,07/2016,TW,82,,8367.37,734.36,0
ЭК,07/2016,AB,21,,4403.74,2812,0
ЭК,07/2016,AB,28,,3236.04,17051.63,0
ЭК,07/2016,KZ,38,,2138.33,3020.96,0
ИМ,07/2016,FR,38,,14209.52,2280,0
ЭК,09/2016,BY,38,,452.34,25.73,0
ЭК,07/2016,IL,38,,267160.8,562060,0
ИМ,09/2016,UA,73,,1277.84,640,0
ИМ,07/2016,DE,29,,618.69,60.83,0
ИМ,09/2016,CN,90,,4835.27,508.45,0
ИМ,07/2016,US,90,,5319.21,21,0
ЭК,07/2016,KZ,90,,102.1,8.79,0
ЭК,07/2016,AM,34,,1784.54,3390.2,0
ИМ,08/2016,CN,72,,48498.44,63334,0
ЭК,07/2016,KZ,34,,24639.87,28797.83,0
ЭК,07/2016,AB,34,,2640.67,4147.37,0
ЭК,08/2016,AB,34,,5691.4,9820.84,0
ЭК,09/2016,TJ,44,,4067.12,9187,0
ИМ,07/2016,FR,70,,76119.88,21955.92,0
ИМ,09/2016,CN,69,,434992.01,1379431.73,0
ИМ,08/2016,BY,69,,18729.68,83,0
ИМ,08/2016,DE,32,,158297.3,47648.29,0
ЭК,09/2016,AZ,18,,11650.83,5940,0
ИМ,08/2016,CN,94,,104875.41,15394.24,0
ИМ,09/2016,UA,40,,10752.1,10549.6,0
ИМ,08/2016,US,40,,5.83,0.01,0
ИМ,08/2016,PL,40,,131.75,21.3,0
ЭК,09/2016,UA,20,,23384.56,55597.83,0
ЭК,08/2016,GE,20,,701.66,2008.8,0
ЭК,08/2016,UA,25,,7292.02,285e3,0
ЭК,09/2015,GE,15,,65117.86,65468.2,0
ЭК,09/2015,CN,15,,25697.5,25438.55,0
ЭК,08/2015,BY,15,,88276.51,91655.1,0
ИМ,09/2015,GB,84,,18946.01,48.92,0
ИМ,08/2015,BY,84,,59848,56574.95,0
ИМ,07/2015,DK,84,,46026.24,695,0
ИМ,08/2015,IT,84,,19573.64,520,0
ИМ,07/2015,CH,39,,171557.56,17600,0
ИМ,09/2015,US,39,,472.15,0.02,0
ИМ,08/2015,TR,82,,7377.75,424.5,0
ИМ,08/2015,CN,61,,92546.11,13650,0
ЭК,08/2015,AB,48,,55407.14,93270,0
ЭК,07/2015,UA,22,,8277.85,42414.8,0
ИМ,09/2015,TR,21,,1574.77,836.25,0
ЭК,08/2015,BY,11,,11643.9,21772.8,0
ИМ,09/2015,UA,83,,169036.16,63970.7,0
ЭК,09/2015,DE,04,,12806.25,2512.24,0
ЭК,08/2015,BY,04,,2219.64,315,0
ИМ,07/2015,UA,83,,344022.42,131358.1,0
ЭК,09/2015,FI,04,,2791.51,344.22,0
ЭК,08/2015,KZ,90,,342.65,91.05,0
ИМ,08/2015,DE,73,,3060.58,5.28,0
ИМ,07/2015,TR,73,,1603.02,557.72,0
ИМ,09/2015,GB,73,,47850,650,0
ИМ,08/2015,UA,73,,18273.3,7007.3,0
ИМ,09/2015,TR,96,,488.42,34,0
ИМ,07/2015,TR,34,,765.84,246.96,0
ИМ,09/2015,TR,34,,834.1,156,0
ИМ,08/2015,DE,34,,2492,468.9,0
ИМ,08/2015,FR,70,,62719.7,18464.7,0
ИМ,07/2015,PL,68,,12672.08,1620,0
ЭК,09/2015,LV,68,,1836.29,5025,0
ИМ,07/2015,TR,18,,17780.97,6181.15,0
ЭК,07/2015,AB,32,,69.17,80.28,0
ИМ,09/2015,FR,32,,56535.31,16e3,0
ИМ,07/2015,TR,32,,42501.48,17654.31,0
ИМ,07/2015,BY,69,,35248.71,17432.79,0
ИМ,09/2015,CA,40,,5.35,0.02,0
ИМ,08/2015,TR,17,,108718.14,60650,0
ЭК,09/2015,AM,15,,87516.76,82718,0
ЭК,09/2015,TM,15,,117120,115010,0
ИМ,09/2015,BY,84,,19037,19552,0
ИМ,07/2015,TR,84,,49574.29,21246.95,0
ИМ,08/2015,CN,39,,52047.28,21500.28,0
ИМ,08/2015,PL,39,,35285.74,17e3,0
ИМ,08/2015,US,39,,630.4,0.9,0
ЭК,08/2015,NL,33,,183240,2520,0
ИМ,07/2015,ES,85,,5958.79,14,0
ИМ,07/2015,TR,63,,117884.06,43957.82,0
ЭК,08/2015,AB,21,,2182.23,1695,0
ЭК,07/2015,KZ,04,,2577.82,524.1,0
