NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ИМ,2016,PL,3926909707,,1155,237,0
ЭК,2016,IR,8428909000,ШТ,45244,7500,3
ИМ,2016,SY,0810907500,,83292,86044,0
ИМ,2016,DE,3506910000,,1095658,453535,0
ИМ,2016,CN,7318240009,,116,26,0
ИМ,2016,ES,3215190000,,2917,144,0
ИМ,2016,CN,3922100000,,194174,98381,0
ИМ,2016,CN,9503004900,ШТ,175396,28899,108116
ИМ,2016,BY,6403993800,ПАР,2519,62,169
ИМ,2016,US,8414594000,ШТ,989,9,1
ИМ,2016,DE,9025198009,ШТ,852,2,3
ЭК,2016,AB,0405101100,,101588,20803,0
ЭК,2016,AB,3402209000,,22886,40396,0
ЭК,2016,UA,2009909800,,22914,92800,0
ИМ,2016,CN,3926909707,,92,10,0
ЭК,2016,AM,3917229009,,7408,5249,0
ЭК,2016,AB,1517909900,,13236,7261,0
ИМ,2016,GB,8419899890,ШТ,4577,189,1
ИМ,2016,US,3926909709,,15712,103,0
ЭК,2016,BY,8531103000,ШТ,44198,1616,2769
ИМ,2016,CN,8305200000,,3193,916,0
ИМ,2016,CN,4911101009,,187,18,0
ИМ,2016,CN,8211930000,ШТ,954,75,736
ЭК,2016,AB,0406102003,,26237,13814,0
ЭК,2016,EG,8708299009,,3385,6131,0
ИМ,2016,CN,8433119000,ШТ,827,72,8
ИМ,2016,CN,9503005500,,10295,1540,0
ИМ,2016,BY,6911100000,,477052,240505,0
ЭК,2016,AB,2106909804,,43590,27670,0
ИМ,2016,IT,3917400009,,824,84,0
ЭК,2016,BY,8481809908,,1309,33,0
ИМ,2016,CN,9017203900,ШТ,1606,305,2853
ЭК,2016,UZ,4416000000,,30900,10850,0
ИМ,2016,TW,8207909100,,235,12,0
ИМ,2016,DE,8402900009,,14419,1775,0
ЭК,2016,BY,8431200000,,109541,14663,0
ИМ,2016,CN,8716800000,ШТ,258,112,3
ЭК,2016,AZ,4409299100,М2,81472,106690,10734
ЭК,2016,CN,4407919000,М3,24145,85566,102
ЭК,2016,UA,3809101000,,754,819,0
ИМ,2016,CN,8302500000,,8053,911,0
ЭК,2016,FR,3301294100,,354576,4680,0
ИМ,2016,DE,8536490000,,1045,1,0
ИМ,2016,BY,9032108100,ШТ,27,0,5
ИМ,2016,CN,9506590000,ШТ,5701,1014,4500
ИМ,2016,PL,8202910000,,298,49,0
ИМ,2016,ID,9401610000,ШТ,17512,1748,128
ЭК,2016,LV,7204290000,,119000,140000,0
ИМ,2016,BY,6402993900,ПАР,1107,33,68
ИМ,2016,DE,5911909000,,274,2,0
ИМ,2016,BY,7020008000,,15,8,0
ИМ,2016,CN,8467890000,ШТ,452,62,12
ИМ,2016,TR,7010906109,ШТ,5028,3837,5148
ЭК,2016,UA,3920499000,,2247,525,0
ИМ,2016,GB,8505200000,,2974,30,0
ИМ,2016,UA,4016910000,,37280,32009,0
ЭК,2016,IL,3301299100,,17550,400,0
ИМ,2016,CN,9405109808,,84,12,0
ИМ,2016,TW,8205598099,,2850,272,0
ЭК,2016,BY,8507202000,ШТ,270,71,14
ЭК,2016,KZ,8536901000,,44,5,0
ИМ,2016,DE,3917400009,,18,0,0
ИМ,2016,CN,7325999009,,238,27,0
ЭК,2016,UA,3506910000,,1708,364,0
ЭК,2016,EG,8708809909,,593,1075,0
ЭК,2016,BY,2002903900,,1262,1226,0
ИМ,2016,CH,4016930005,,515,0,0
ИМ,2016,IT,3926909709,,251,7,0
ИМ,2016,CN,9403208009,,10694,1898,0
ЭК,2016,UA,1905320500,,2572,1422,0
ИМ,2016,IT,7326909309,,3320,46,0
ЭК,2016,FR,4416000000,,61246,20755,0
ИМ,2016,IT,3917320009,,18766,5234,0
ЭК,2016,TR,4407109800,М3,8181,9200,20
ЭК,2016,BY,8481900000,,296,2,0
ЭК,2016,US,1512119101,,7749,20470,0
ИМ,2016,IT,4016999708,,1087,0,0
ИМ,2016,TR,3917320009,,55,14,0
ИМ,2016,AM,8443321009,ШТ,125,250,1
ИМ,2016,MD,2009799901,,129304,147000,0
ИМ,2016,CN,9503003000,,13530,2233,0
ЭК,2016,GE,4416000000,,8100,1950,0
ИМ,2016,CH,3403990000,,1275,14,0
ЭК,2016,NL,3301294100,,827654,16593,0
ЭК,2016,UA,2204299709,Л,307,370,360
ИМ,2016,BY,7013331100,ШТ,351,67,248
ЭК,2016,GE,1806901900,,2350,945,0
ИМ,2016,TR,2530100000,,369298,5610727,0
ИМ,2016,FR,8536699008,,15,0,0
ИМ,2016,IT,8481409009,,213,4,0
ИМ,2016,FR,7013100000,ШТ,42856,17978,36460
ИМ,2016,TH,5703308809,М2,2581,77,13
ЭК,2016,AM,2815120000,КГ NAOH,959,1762,30
ИМ,2016,TR,7318141000,,80,4,0
ЭК,2016,UA,1515299000,,252,214,0
ИМ,2016,TR,8544499108,,7212,293,0
ИМ,2016,IT,3926909200,,185,0,0
ИМ,2016,IT,8481805990,,105,1,0
ИМ,2016,US,8483109500,ШТ,1014,2,2
ИМ,2016,BY,0405101100,,2919,864,0
ИМ,2016,CN,8207909900,,2414,634,0
ИМ,2016,CN,8515110000,ШТ,1119,73,244
ИМ,2016,CN,9506620000,ШТ,67139,12445,64850
ЭК,2016,DE,7204290000,,49423,49900,0
ИМ,2016,CH,7326909808,,10702,7,0
ИМ,2016,ES,7318159009,,3734,428,0
ИМ,2016,ES,3208909109,,37523,11200,0
ИМ,2016,UA,9401903000,,24593,14353,0
ИМ,2016,IT,8424900000,ШТ,13314,116,101
ИМ,2016,SG,2909498000,,987,420,0
ЭК,2016,SY,1101001500,,43292,158000,0
ЭК,2016,UA,3920491009,,377,112,0
ИМ,2016,TR,8431390000,,810,61,0
ИМ,2016,FR,7326909309,,498,2,0
ЭК,2016,AM,3917400009,,11649,6551,0
ЭК,2016,BY,8531109500,ШТ,163,6,20
ЭК,2016,BY,3822000000,,103,0,0
ИМ,2016,CN,6116102000,ПАР,172,23,120
ИМ,2016,US,8536900100,,2498,2,0
ЭК,2016,IL,1512119101,,3960,4280,0
ИМ,2016,DE,3206110000,,15960,6000,0
ИМ,2016,GB,8483908100,,437,1,0
ЭК,2016,AM,3824909701,,411,529,0
ИМ,2016,TR,8477809500,ШТ,60000,2720,1
ИМ,2016,ES,2204298201,Л,82270,142900,143609
ИМ,2016,IT,8465930000,ШТ,147653,9858,2
ИМ,2016,DE,8536900100,,10,0,0
ИМ,2016,CN,8479899708,ШТ,2200,83,3
ИМ,2016,DE,7326909808,,148,0,0
ИМ,2016,IT,8432291000,ШТ,1581,261,1
ИМ,2016,CN,8481109909,,88,4,0
ИМ,2016,SK,7210701000,,9494,7250,0
ЭК,2016,KZ,8523210000,ШТ,50,3,200
ИМ,2016,US,8541401000,ШТ,287,0,3
ЭК,2016,AM,2009509008,,53,180,0
ИМ,2016,CN,8481805990,,522,1,0
ИМ,2016,CN,7013379900,ШТ,273,33,48
ИМ,2016,FR,4010120000,,3921,107,0
ИМ,2016,TR,8483608000,ШТ,20,19,20
ИМ,2016,TW,8207909900,,26,2,0
ИМ,2016,TW,8205909000,,411,14,0
ЭК,2016,BY,8481201009,,36,2,0
ЭК,2016,MN,8483402900,ШТ,52000,5868,2
ИМ,2016,CN,8205300000,,305,25,0
ИМ,2016,SY,0805501000,,19753,22696,0
ИМ,2016,TR,3923509000,,19590,4611,0
ИМ,2016,AR,0813200000,,43875,22500,0
ЭК,2016,BY,1006109400,,4189,10000,0
ИМ,2016,BY,6403991100,ПАР,161,3,9
ИМ,2016,IN,6802910000,,1762,2695,0
ЭК,2016,BY,3907999000,,6046,590,0
ЭК,2016,AB,0401401000,,259,97,0
ИМ,2016,BR,0504000000,,64924,19855,0
ИМ,2016,CN,7013379100,ШТ,784,57,156
ЭК,2017,BY,1211908609,,410,14,0
ЭК,2017,AB,2106909804,,111939,56243,0
ИМ,2017,MD,2009799802,,172638,196000,0
ЭК,2017,KZ,0909610002,,3,0,0
ЭК,2017,UA,1905311900,,5695,2550,0
ЭК,2017,AB,1517909900,,17677,7201,0
ЭК,2017,UA,1005900000,,31847,43092,0
ИМ,2016,PL,7326909309,,27,8,0
ИМ,2016,CN,7318161000,,4,1,0
ИМ,2016,UA,7323999900,,1278,640,0
ЭК,2016,GE,2815120000,КГ NAOH,395,635,64
ЭК,2017,UA,2815120000,КГ NAOH,5479,10333,1024
ЭК,2017,UA,3402209000,,157394,198322,0
ЭК,2017,KZ,3824999609,,9356,11050,0
ЭК,2017,KZ,3402202000,,19011,34278,0
ИМ,2017,DE,3404900009,,4995,740,0
ИМ,2017,VN,7210122000,,1331167,1477056,0
ИМ,2017,GB,7318190009,,1527,4,0
ИМ,2017,CN,7312109809,,79,25,0
ИМ,2017,SK,7210122000,,5867101,5570390,0
ИМ,2017,FR,3814001000,,29187,4750,0
ИМ,2017,PL,3925908009,,4889,1171,0
ИМ,2017,US,3919108000,,232,0,0
ЭК,2017,AB,3925908009,,8059,1754,0
ЭК,2017,AM,3921110000,,7,4,0
ИМ,2017,CN,6802939000,,134,312,0
ИМ,2017,BY,6403911800,ПАР,17774,453,665
ЭК,2017,GE,6809190000,М2,56980,625668,9645
ИМ,2017,CN,6907401000,М2,14954,49616,1628
ЭК,2017,AB,6806100008,,4458,6180,0
ИМ,2017,BY,4012200009,ШТ,37401,51380,1946
ИМ,2017,CH,3926909709,,1890,0,0
ИМ,2017,IT,8424499100,ШТ,7028,240,1
ИМ,2017,CN,8425420000,ШТ,453,220,19
ИМ,2017,TR,8438200000,ШТ,390891,13820,1
ИМ,2017,TR,7320208508,,613,14,0
ИМ,2017,BY,6401990000,ПАР,1228,286,157
ИМ,2017,CH,5911321100,М2,17682,197,132
ЭК,2017,BY,6110111000,ШТ,335,16,76
ИМ,2017,TR,8483908100,,44284,21689,0
ЭК,2017,AZ,2202991900,Л,46574,127730,117083
ИМ,2017,DE,9608200000,ШТ,27174,152,6690
ИМ,2017,TR,9403301900,ШТ,762,113,10
ЭК,2017,KZ,2501009190,,7044,6641,0
ИМ,2017,TR,3923301090,,658,113,0
ЭК,2017,AB,2811210000,,17736,102030,0
ЭК,2017,DE,3301294100,,504636,11520,0
ИМ,2017,FI,9022130000,ШТ,369319,1358,12
ИМ,2017,ID,9401610000,ШТ,13003,1048,73
ЭК,2017,BY,8517691000,ШТ,2256,32,49
ЭК,2017,KZ,8531103000,ШТ,76921,573,1621
ИМ,2017,TR,8483502000,ШТ,2188,541,43
ИМ,2017,BY,6402190000,ПАР,4381,355,355
ИМ,2017,PL,5607909000,,1112,216,0
ЭК,2017,AB,4819100000,,949454,1073944,0
ЭК,2017,BY,0902300009,,1040,158,0
ЭК,2017,AB,0403905309,,955836,996073,0
ЭК,2017,AB,0401209109,,15778,15484,0
ЭК,2017,AB,3925901000,,385,144,0
ИМ,2017,PL,3921120000,,11650,2858,0
ЭК,2017,AM,4016999109,,72,0,0
ЭК,2017,AZ,4409299200,М2,185643,234465,22340
ИМ,2017,DE,2903120000,,14806,5287,0
ЭК,2017,KG,2815120000,КГ NAOH,111,161,16
ЭК,2017,UA,2009611007,,6517,17766,0
ЭК,2017,KZ,7009100009,ШТ,200,3,2
ИМ,2017,CN,7020008000,,443,250,0
ЭК,2017,AM,7216911000,,2861,4205,0
ИМ,2017,CN,6907219009,М2,848467,1879068,95851
ИМ,2017,US,9018908409,ШТ,11700,110,1
ИМ,2017,DE,8501320009,ШТ,323,5,1
ЭК,2017,BY,8536901000,,427,72,0
ИМ,2017,CN,8467119000,ШТ,974,101,10
ИМ,2017,TR,8419818000,ШТ,3761,233,8
ИМ,2017,CN,8467890000,ШТ,1308,171,25
ИМ,2017,DE,7419999000,,4591,3,0
ИМ,2017,BY,8309909000,,342774,136968,0
ИМ,2017,CN,8207709000,,872,43,0
ИМ,2017,US,4016930005,,4787,1,0
ЭК,2017,AM,3925200000,,433,120,0
ИМ,2017,DK,3926909200,,46,0,0
ИМ,2017,CN,4009310000,,200,57,0
ЭК,2017,TR,3823193000,,51775,109000,0
ЭК,2017,AB,3305100000,,449,846,0
ЭК,2017,ES,3301294100,,315720,2520,0
ИМ,2017,DE,6805300009,,10124,596,0
ИМ,2017,CZ,7013499900,ШТ,26448,5775,2148
ЭК,2017,TM,1806901900,,16843,7452,0
ИМ,2017,ES,2204298201,Л,114954,167880,168073
ЭК,2017,KZ,9030331000,ШТ,833,2,2
ЭК,2017,CH,7326909409,,5043,2,0
ЭК,2017,BY,8483908100,,36013,890,0
ИМ,2017,CN,8467219900,ШТ,2095,246,60
ЭК,2017,KZ,8481801100,,372,8,0
ИМ,2017,CN,8424419000,ШТ,1131,255,403
ЭК,2017,AM,8477200000,ШТ,2367,5100,4
ЭК,2017,AM,7324900009,,330,292,0
ЭК,2017,AM,7326906000,,975,637,0
ЭК,2017,AM,7610100000,,672,114,0
ИМ,2017,BY,8414807500,ШТ,31401,2550,1
ИМ,2017,AE,7013491000,ШТ,36922,16690,5556
ИМ,2017,MY,6914900000,,1818,13,0
ИМ,2017,DE,8536501907,,661,0,0
ЭК,2017,BY,8543900000,,25,1,0
ИМ,2017,IT,0602904800,ШТ,23675,9751,1837
ИМ,2017,CN,9503003500,,23135,3425,0
ИМ,2017,TR,9403601001,ШТ,30719,19044,614
ИМ,2017,CN,9405403909,,934,132,0
ИМ,2017,TR,7322190000,,85579,68654,0
ЭК,2017,BY,8505902009,,95,7,0
ЭК,2017,KZ,3926909200,,5091,1185,0
ЭК,2017,GE,3905120000,,1008,804,0
ИМ,2017,TR,2520200000,,111912,965250,0
ИМ,2017,CN,9503006900,ШТ,1104,181,792
ИМ,2017,IN,3209100009,,56774,13550,0
ЭК,2017,AM,3212900000,,13,9,0
ИМ,2017,TR,7318169900,,40,5,0
ИМ,2017,TW,8204120000,,264,44,0
ИМ,2017,IT,7323930000,,1752,95,0
ИМ,2017,PL,7326909807,,29,8,0
ИМ,2017,CZ,7326909807,,5011,460,0
ЭК,2017,BY,7117900000,,583,3,0
ИМ,2017,FR,7013371000,ШТ,17696,5662,19204
ЭК,2017,BY,3814009000,,595,175,0
ИМ,2017,DE,3814001000,,11830,5236,0
ИМ,2017,PL,5603139000,,32630,8188,0
ИМ,2017,CN,7318163009,,84,12,0
ЭК,2017,BY,6111209000,,68,2,0
ЭК,2017,AM,8477809100,ШТ,526,1000,1
ИМ,2017,CN,8457109009,ШТ,104316,13350,2
ЭК,2017,KZ,8481100500,,598,74,0
ИМ,2017,AM,9403700008,,2,14,0
ИМ,2017,PL,3006500000,,77,14,0
ИМ,2017,PL,3402901008,,20668,12740,0
ИМ,2017,CH,3907999000,,158021,17600,0
ЭК,2017,PL,4407919000,М3,8604,34554,38
ИМ,2017,PL,4008190000,,80978,8114,0
ЭК,2017,KZ,3307490000,,3435,2110,0
ИМ,2017,AT,6808000000,,747,357,0
ИМ,2017,IN,6802939000,,3174,4771,0
ИМ,2017,CN,6403911300,ПАР,520,42,38
ИМ,2017,FI,6805300009,,1936,67,0
ИМ,2017,FI,6805200000,,2566,54,0
ИМ,2017,IT,9603909100,ШТ,12703,1818,3239
ИМ,2017,IT,9603500009,ШТ,1450,30,8
ИМ,2017,CN,8708919909,,287,31,0
ИМ,2017,CZ,8482109008,ШТ,2132,50,1
ИМ,2017,BE,8484900000,,111,0,0
ИМ,2017,DE,8541409000,ШТ,904,1,6
ИМ,2017,IT,8421220000,ШТ,31409,628,1
ЭК,2017,KZ,7405000000,,49604,1063,0
ИМ,2017,TW,8203200009,,1471,72,0
ИМ,2017,TR,7324100009,,6816,745,0
ЭК,2017,BY,2002903900,,1390,1155,0
ИМ,2017,FI,3926909709,,4804,20,0
ИМ,2017,BE,3917330009,,726,7,0
ИМ,2017,CN,4017000009,,405,191,0
ИМ,2017,CN,9405102109,,990,139,0
ИМ,2017,CL,0806209000,,63681,40000,0
ЭК,2017,BY,1302140000,,106,4,0
ИМ,2017,SY,1509109000,,36353,9600,0
ИМ,2017,IN,8483502000,ШТ,643,44,1
ИМ,2017,ES,8484100009,,59,0,0
ИМ,2017,CN,8467221000,ШТ,578,57,10
ЭК,2017,AM,8418690008,,351,970,0
ИМ,2017,TR,8421990008,,126,15,0
ИМ,2017,DE,8419899890,ШТ,1781,88,1
ИМ,2017,IN,5701909000,М2,2930,104,20
ЭК,2017,AM,7308909809,,832,1430,0
ЭК,2017,AB,7318190009,,2017,1092,0
ИМ,2017,CN,7307291008,,52,1,0
ИМ,2017,VN,7210500000,,6177,7225,0
ИМ,2017,CN,7616999008,,218,27,0
ИМ,2017,RO,7013499900,ШТ,181,18,12
ЭК,2017,BY,8537109100,,76,1,0
ЭК,2017,KZ,8532220000,,79,0,0
ИМ,2017,UA,9401690000,ШТ,15894,9496,1300
ЭК,2017,KZ,9017801000,ШТ,183,1,3
ИМ,2017,US,8432391900,ШТ,312816,34524,4
ЭК,2017,UA,8428909000,ШТ,86527,13500,6
ИМ,2017,CN,9405104008,,626,92,0
ИМ,2017,CN,9503001001,,3286,545,0
ИМ,2017,PL,7308909809,,47,15,0
ИМ,2017,TR,6909190009,,116,2,0
ИМ,2017,PL,4016999708,,211,3,0
ЭК,2017,AM,3919101200,,17,2,0
ЭК,2017,KZ,3917400009,,67,1,0
ИМ,2017,TW,8467190000,ШТ,339,12,4
ИМ,2017,KR,8481807900,,20902,7,0
ИМ,2017,CN,8441400000,ШТ,820352,67440,1
ЭК,2017,KZ,8541401000,ШТ,1540,13,50
ЭК,2017,AM,7616999008,,11,4,0
ЭК,2017,AM,5703301800,М2,5670,885,930
ИМ,2017,TH,5703308809,М2,838,46,10
ЭК,2017,AZ,4808100000,,2135,2346,0
ЭК,2017,TM,1905319900,,2300,907,0
ИМ,2017,CN,8708999709,,7126,2701,0
ИМ,2017,CN,7315900000,,502,98,0
ИМ,2017,FR,7013289000,ШТ,3613,491,1436
ЭК,2017,RS,8432291000,ШТ,16479,3460,1
ЭК,2017,AM,8477809300,ШТ,175,200,2
ЭК,2017,AM,8481801900,,608,36,0
ЭК,2017,AM,8419891000,ШТ,170,345,1
ИМ,2017,CZ,7310100000,,4478,80,0
ЭК,2017,GE,2815120000,КГ NAOH,761,1121,112
ЭК,2018,BY,2009896900,,4354,4759,0
ИМ,2018,CH,3907999000,,349017,35200,0
ЭК,2018,AB,1517909300,,31087,8304,0
ЭК,2018,BY,3406000000,,177,176,0
ИМ,2018,US,8208900000,,658,1,0
ИМ,2018,CN,6810190001,,11449,18769,0
ЭК,2017,KZ,3917221000,,319,69,0
ИМ,2017,CN,8543709000,ШТ,429,3,20
ИМ,2017,ES,8544499101,,485,2,0
ИМ,2018,CN,9503001001,,854,149,0
ИМ,2017,TR,8483109500,ШТ,5451,1238,114
ЭК,2018,BY,8483402900,ШТ,333728,42865,26
ЭК,2018,GT,9017300000,ШТ,1495,26,11
ИМ,2018,US,9028909000,,4796,3,0
ИМ,2018,FI,6805300009,,3959,96,0
ЭК,2018,KZ,8203300000,,707,12,0
ИМ,2018,US,8413910008,,4439,1,0
ЭК,2018,BY,6505009000,,657,15,0
ЭК,2018,BY,8517692000,ШТ,648,17,83
ИМ,2018,CN,8505199000,,67,2,0
ИМ,2018,CN,9017203900,ШТ,591,111,902
ЭК,2018,KZ,8708805509,,210,4,0
ЭК,2018,BY,8521900009,ШТ,8529,236,127
ИМ,2018,CN,6907219003,М2,40164,42867,2036
ИМ,2018,CZ,7013379900,ШТ,757,47,20
ИМ,2018,US,8412310009,ШТ,193,0,2
ИМ,2018,NL,7210122000,,2327836,2011096,0
ЭК,2018,BY,6204420000,ШТ,55,4,23
ИМ,2018,CN,8211940000,,157,20,0
ИМ,2018,DE,3909310000,,3525,674,0
ЭК,2018,AB,4410121000,М3,21241,45873,73
ЭК,2018,UA,3402901008,,982,500,0
ИМ,2018,FI,8481809907,,277,0,0
ЭК,2018,KZ,8531109500,ШТ,2008,22,139
ЭК,2018,KZ,8525801900,ШТ,11856,70,114
ЭК,2018,CN,4403120001,М3,609066,2805965,2914
ЭК,2018,AB,3824999609,,4404,5932,0
ЭК,2018,AB,4418105000,,2299,380,0
ИМ,2018,BY,3920108900,,9556,5680,0
ИМ,2018,TR,9403609009,ШТ,7140,1340,126
ИМ,2018,MD,2204299601,Л,35189,50999,50999
ИМ,2018,BY,0602903000,ШТ,17342,2710,105000
ЭК,2018,RS,1005900000,,82038,163296,0
ИМ,2018,CN,4419110000,,1078,1049,0
ЭК,2018,BY,8536508000,,2417,65,0
ЭК,2018,KZ,2501009190,,3869,4920,0
ИМ,2018,SG,2909498009,,524,200,0
ЭК,2018,GE,3206497000,,523,535,0
ИМ,2018,DE,8441909000,,75105,3099,0
ЭК,2018,DE,3923210000,,24,16,0
ИМ,2018,IT,8483402500,ШТ,1295,18,4
ИМ,2018,CN,8409990009,,2567,833,0
ЭК,2018,AB,7610909000,,1028,62,0
ИМ,2018,TR,8483105000,ШТ,715,154,11
ИМ,2018,IT,7320208108,,14,0,0
ЭК,2018,KZ,7308905900,,2520,2135,0
ИМ,2018,PL,7326909409,,3396,456,0
ИМ,2018,CN,8421310000,ШТ,783,105,405
ИМ,2018,BY,8412218008,ШТ,46995,13682,415
ИМ,2018,BY,6911100000,,220144,127671,0
ИМ,2018,IT,9026204000,ШТ,492,25,16
ИМ,2018,CN,8413302008,,5632,402,0
ИМ,2018,CH,8477908000,,25260,7,0
ЭК,2018,MD,8432291000,ШТ,248250,73224,22
ЭК,2018,PL,4407919000,М3,4841,19675,21
ИМ,2018,CN,7020008000,,284,282,0
ЭК,2018,AB,7305310000,,19685,32492,0
