NAPR,PERIOD,STRANA,TNVED,EDIZM,STOIM,NETTO,KOL
ЭК,2018,BY,2009611002,,3154,3966,0
ЭК,2018,BY,8504403009,ШТ,2269,72,83
ИМ,2018,CN,8467890000,ШТ,402,78,16
ИМ,2018,IT,9603100000,ШТ,28,8,10
ИМ,2018,GB,8539490000,ШТ,2559,2,3
ИМ,2018,CH,6914900000,,3388,0,0
ЭК,2018,BY,8432900000,,604,120,0
ИМ,2018,IT,7315119000,,1621,25,0
ИМ,2018,CN,9506999000,ШТ,805,170,180
ИМ,2018,DE,3206110000,,40750,12000,0
ИМ,2018,CN,9405109109,,4299,975,0
ЭК,2018,UA,7326909807,,1951,671,0
ИМ,2018,PL,3903909000,,99515,51000,0
ИМ,2018,FR,7013491000,ШТ,14631,4868,12354
ИМ,2018,CN,7318165000,,110,56,0
ИМ,2018,TR,7318169900,,39,10,0
ИМ,2018,CN,8407310000,ШТ,212,94,2
ЭК,2018,AM,2009120008,,2714,5603,0
ЭК,2018,GE,4805240000,,19595,39493,0
ИМ,2018,US,9603500009,ШТ,607,0,40
ИМ,2018,TR,8483608000,ШТ,29,8,10
ИМ,2018,SK,8505110000,,118,0,0
ЭК,2018,KG,8483402900,ШТ,26175,5255,1
ИМ,2018,IN,6802939000,,14332,25862,0
ЭК,2018,KZ,8301409000,,96,5,0
ЭК,2018,KZ,8517691000,ШТ,528,7,12
ЭК,2018,CN,1905319900,,16740,6804,0
ЭК,2018,AB,2009899900,,93,468,0
ЭК,2018,BY,6109100000,ШТ,9,3,10
ИМ,2018,CZ,4016999708,,19905,200,0
ИМ,2018,CN,3407000000,,348,87,0
ЭК,2018,BY,1905319900,,571,270,0
ЭК,2018,IL,1211908609,,252000,51000,0
ИМ,2018,CN,8201900009,,403,84,0
ИМ,2018,FI,7326909409,,6,0,0
ИМ,2018,DE,7318290009,,8,0,0
ИМ,2018,SK,8207301000,,17899,81,0
ИМ,2018,GB,8424900000,ШТ,3943,2,22
ИМ,2018,CN,8213000000,,163,62,0
ИМ,2018,CN,8207909900,,1638,440,0
ИМ,2018,CN,8205700000,,2659,1088,0
ИМ,2018,US,7318153009,,57,0,0
ЭК,2018,UA,8481309108,,316,62,0
ИМ,2018,TR,4823200009,,76,2,0
ИМ,2018,IT,7013379900,ШТ,4763,834,540
ЭК,2018,KZ,7405000000,,19774,417,0
ИМ,2018,CN,8513100000,ШТ,21,1,24
ИМ,2018,TR,0813100000,,45352,20000,0
ИМ,2015,FR,7013289000,ШТ,11954,1713,10174
ЭК,2015,UA,2009611002,,4400,12240,0
ЭК,2015,AB,0406102003,,12315,6002,0
ЭК,2015,AB,4808100000,,654651,1001470,0
ИМ,2015,DE,3404900009,,28001,6172,0
ЭК,2015,CN,3301299100,,670446,17791,0
ИМ,2015,DE,3506100000,,21035,3230,0
ЭК,2015,UA,1512199002,,1095877,1094366,0
ЭК,2015,UA,2009904908,,6880,16157,0
ЭК,2015,AB,0401201109,,126741,161623,0
ИМ,2015,DE,6805100000,,5182,181,0
ИМ,2015,US,8452109000,ШТ,5500,148,5
ЭК,2015,GE,1512199002,,686238,713942,0
ИМ,2015,ES,2204218400,Л,1,1,1
ИМ,2015,NL,7210122000,,3762151,3825388,0
ИМ,2015,IT,4417000000,,763,172,0
ИМ,2015,ID,9403500009,ШТ,2415,490,5
ИМ,2015,TR,3924900000,,35974,11000,0
ЭК,2015,CN,4407919000,М3,154561,399955,430
ЭК,2015,UA,8431410000,,838,200,0
ИМ,2015,TR,3906909009,,19388,19360,0
ИМ,2015,TR,1517909900,,511,252,0
ЭК,2015,CZ,4401310000,,4319,44000,0
ИМ,2015,PL,8205591000,,28180,11535,0
ЭК,2015,UA,2008199900,,28874,20980,0
ИМ,2015,IN,2509000000,,8900,22000,0
ИМ,2015,TR,4822900000,,5772,2200,0
ЭК,2015,AB,0403905102,,332806,493891,0
ИМ,2015,BY,8413910008,,4009,29,0
ЭК,2015,MD,8432900000,,6844,2154,0
ИМ,2015,IT,3208909109,,144616,38560,0
ИМ,2015,TR,3403199000,,44200,10674,0
ЭК,2015,BY,0406108000,,15784,1819,0
ИМ,2015,UA,4016910000,,19811,17912,0
ЭК,2015,PL,8443197000,ШТ,16006,5297,1
ИМ,2015,CN,4411149000,М2,2319218,5857110,588242
ЭК,2015,UA,3206498000,,403,535,0
ИМ,2015,IT,4016999709,,202,4,0
ИМ,2015,CN,3920499000,,64282,33619,0
ЭК,2015,UA,3401209000,,1500,2717,0
ИМ,2015,IT,7323939000,,125,5,0
ЭК,2015,IL,3823193000,,1377831,3634160,0
ИМ,2015,DE,9032200000,ШТ,525,1,1
ИМ,2015,CZ,7320208108,,243,5,0
ИМ,2015,DE,3212900000,,157897,17508,0
ЭК,2015,AM,9004909000,ШТ,874,327,900
ЭК,2015,AE,4407920000,М3,15936,43345,64
ИМ,2015,DE,3903909000,,40478,19000,0
ИМ,2015,TR,8716800000,ШТ,731,285,6
ЭК,2015,KZ,9004909000,ШТ,10961,1543,6930
ИМ,2015,TR,8536900100,,732,59,0
ИМ,2015,CZ,7326909309,,100,1,0
ИМ,2015,TR,9403901000,,19092,2638,0
ЭК,2015,US,1512199002,,19020,19258,0
ИМ,2015,TR,0813100000,,378579,185000,0
ИМ,2015,IT,4419009000,,135,11,0
ИМ,2015,UA,7326903000,,9608,4856,0
ИМ,2015,CN,7016100000,,8811,8313,0
ИМ,2015,IT,7013379900,ШТ,3653,585,2160
ЭК,2015,AB,8474901000,,10763,266,0
ЭК,2015,BY,8518210000,ШТ,147,40,20
ЭК,2015,AB,0403905900,,997083,806570,0
ИМ,2015,RO,7013499900,ШТ,1502,105,65
ИМ,2015,GB,7307291008,,47850,650,0
ИМ,2015,TR,3924900009,,88544,24799,0
ЭК,2015,TR,4407109300,М3,10116,88574,159
ЭК,2015,UA,2008119600,,1086,290,0
ИМ,2015,TR,7013371000,ШТ,5868,4592,16398
ИМ,2015,BY,7013419000,ШТ,166,84,96
ИМ,2015,SK,6902100000,,711492,448556,0
ИМ,2015,IN,4910000000,,54,13,0
ИМ,2015,TR,7321900000,,400,50,0
ИМ,2015,DE,3403910000,,415,168,0
ИМ,2015,CZ,7013379100,ШТ,431,50,96
ИМ,2015,GR,2001906500,,8020,1260,0
ИМ,2015,GR,1515299000,,3244,1475,0
ИМ,2015,DE,2929100009,,2346,327,0
ИМ,2015,BY,8483508000,ШТ,9,1,2
ИМ,2015,TR,3214109000,,46488,18021,0
ИМ,2015,TR,8712003000,ШТ,31684,5168,287
ИМ,2015,CZ,7314390000,,210,2,0
ЭК,2015,IL,7604210000,,35891,11743,0
ЭК,2015,KG,4407109300,М3,6365,65650,96
ИМ,2015,ES,8483602000,ШТ,6233,607,2
ЭК,2015,UA,2009419900,,444,1440,0
ИМ,2015,DE,8419400009,ШТ,76316,877,1
ИМ,2015,TR,5407201100,М2,49288,18591,388973
ИМ,2015,MD,2009791902,,23658,24000,0
ИМ,2015,DE,8536508000,,264,0,0
ИМ,2015,IT,3905999010,,5546,400,0
ИМ,2015,TR,8516802009,ШТ,655,28,20
ИМ,2015,CN,7315890000,,11,3,0
ЭК,2015,UA,3208909109,,733,200,0
ИМ,2015,TR,3208209009,,4450,1081,0
ИМ,2015,NL,0601103000,ШТ,101759,38992,1062265
ЭК,2015,DE,8466940000,,5005,145,0
ЭК,2015,KZ,7326909309,,275,87,0
ЭК,2015,KZ,0405101100,,3280,662,0
ИМ,2015,GB,8431430000,,19563,158,0
ИМ,2015,TR,3919900000,,235,13,0
ИМ,2015,CN,7323931000,,181,16,0
ИМ,2015,TR,5602290000,,480,150,0
ИМ,2015,UA,9403700009,,2823,1019,0
ЭК,2015,AM,6506101000,ШТ,443,176,500
ЭК,2015,UZ,1517909100,,579546,569292,0
ЭК,2016,BY,2009899600,,144,780,0
ИМ,2016,FR,7013371000,ШТ,7640,3305,12030
ЭК,2016,AB,0401209109,,14116,18302,0
ЭК,2016,UA,3824909708,,18229,29743,0
ИМ,2016,CN,8207703800,,585,29,0
ЭК,2016,AM,2208601100,Л 100% СПИРТА,124254,186424,44005
ИМ,2016,DE,3814009000,,31492,9479,0
ЭК,2016,BY,8413708100,ШТ,4356,243,15
ИМ,2016,BY,6402993100,ПАР,975,31,84
ЭК,2016,BY,3926909200,,8352,1388,0
ЭК,2016,AB,3305100000,,108,108,0
ИМ,2016,CN,9503007500,ШТ,70318,11605,35430
ИМ,2016,CN,6307103000,,2847,196,0
ЭК,2016,UA,2009611007,,4865,15539,0
ИМ,2016,UA,7326909808,,20383,6074,0
ИМ,2016,CN,9503008100,ШТ,68785,11345,47568
ЭК,2016,KZ,8537109100,,65,5,0
ИМ,2016,CN,3916200000,,4664,480,0
ИМ,2016,ES,8432291000,ШТ,9080,775,1
ЭК,2016,SE,4407919000,М3,16466,8735,13
ИМ,2016,DE,3212900000,,104930,11892,0
ЭК,2016,DE,1209991010,,77227,3460,0
ИМ,2016,TW,8205400000,,2085,90,0
ЭК,2016,BY,8421210009,ШТ,7478,317,10
ИМ,2016,IT,8432293000,ШТ,921,307,2
ИМ,2016,CN,8207401000,,899,39,0
ИМ,2016,CN,3214101001,,78420,30007,0
ЭК,2016,BY,9032890000,ШТ,2094,15,7
ИМ,2016,CN,8467223000,ШТ,2573,266,46
ЭК,2016,BY,2009509008,,167,621,0
ЭК,2016,UA,9604000000,ШТ,22,2,197
ИМ,2016,CN,9603909900,ШТ,3938,675,3452
ИМ,2016,IN,8479820000,ШТ,73602,10730,3
ИМ,2016,IT,7013289000,ШТ,4488,484,2316
ИМ,2016,AE,7013379100,ШТ,26067,12278,6199
ИМ,2016,CN,9030310000,ШТ,2440,98,398
ЭК,2016,KZ,3402202000,,8137,14643,0
ЭК,2016,UA,2009120001,,2290,5360,0
ИМ,2016,CN,8203100000,,1986,114,0
ИМ,2016,PT,7326909309,,3645,0,0
ИМ,2016,CN,8432900000,,876690,775000,0
ИМ,2016,CN,8207903000,,6449,836,0
ЭК,2016,BY,2009719909,,19384,30933,0
ЭК,2016,UA,8428909000,ШТ,273525,52700,23
ИМ,2016,CN,8207506000,,18391,1292,0
ЭК,2016,KZ,8483109500,ШТ,40383,940,7
ИМ,2016,CN,6307909900,,3366,122,0
ЭК,2016,UA,2009120008,,21420,54623,0
ИМ,2016,GB,8481900000,,1607,2,0
ИМ,2016,CN,7210122000,,48498,63334,0
ЭК,2016,UA,1512199002,,709576,772043,0
ЭК,2016,KZ,3402209000,,61069,70824,0
ИМ,2016,BY,9032900000,,86,0,0
ИМ,2016,CA,8481101908,,8576,159,0
ЭК,2016,BY,9004909000,ШТ,8461,2930,8100
ЭК,2016,AB,0405101900,,4266,3180,0
ЭК,2016,KZ,9401610000,ШТ,480,36,6
ЭК,2016,KZ,4418908000,,7263,520,0
ИМ,2016,CN,6810190001,,33241,52017,0
ЭК,2016,KZ,8517691000,ШТ,1309,32,37
ИМ,2016,UA,9403700008,,13846,5016,0
ЭК,2016,BY,8537109100,,3332,26,0
ИМ,2016,CN,8424811000,ШТ,2018,130,673
ИМ,2016,IN,7326110000,,13560,6000,0
ИМ,2016,SK,8208900000,,828,2,0
ЭК,2016,BY,1006309400,,10822,19360,0
ЭК,2016,BY,8419500000,ШТ,3132,60,9
ИМ,2016,TR,8432293000,ШТ,1670,630,1
ЭК,2016,TR,4407109300,М3,4825,20507,40
ЭК,2016,UA,2208906901,Л 100% СПИРТА,9137,20174,1356
ИМ,2016,ES,6802910000,,113313,93335,0
ЭК,2016,BY,8517620003,ШТ,980,3,5
ИМ,2016,CN,9026204000,ШТ,97,5,50
ИМ,2016,BY,6403911100,ПАР,2959,80,138
ЭК,2016,BY,8517620009,ШТ,873,3,9
ЭК,2016,BY,8505902001,,185,5,0
ИМ,2016,AM,8477908000,,4850,8190,0
ИМ,2016,US,4823400000,,205,2,0
ИМ,2016,DE,8545110089,,648,0,0
ИМ,2016,DE,3926909707,,1025,4,0
ИМ,2016,BY,8413702100,ШТ,65,6,10
ЭК,2016,BY,2009903901,,13256,20622,0
ИМ,2016,US,8483402100,ШТ,1534,18,1
ЭК,2016,UA,4411149000,М2,1626,4561,157
ИМ,2016,CN,8425420000,ШТ,1656,433,45
ЭК,2016,BY,2505100000,,7,50,0
ИМ,2016,GB,3926909709,,343,2,0
ЭК,2016,UA,8483402900,ШТ,362226,43280,20
ЭК,2016,AB,3214109000,,1370,11250,0
ЭК,2016,UA,2204299509,Л,1563,2158,2100
ЭК,2016,UA,3405901090,,26,3,0
ИМ,2016,AM,8303009000,,100,200,0
ЭК,2016,AM,2202901009,Л,2365,7901,6625
ИМ,2016,RS,8501510001,ШТ,3356,6,2
ИМ,2016,FR,8441300000,ШТ,2757721,82124,1
ИМ,2016,CN,9506703000,ПАР,24274,2010,1200
ИМ,2016,UA,8428330000,ШТ,5177,155,1
ИМ,2016,TW,8477809900,ШТ,150000,8300,2
ИМ,2016,US,5209510000,М2,1417,63,115
ИМ,2016,DE,8501200009,ШТ,3165,11,1
ЭК,2016,KZ,8483402309,ШТ,81576,26935,7
ЭК,2016,BY,2009905908,,21249,30109,0
ИМ,2016,CN,8207709000,,1054,48,0
ЭК,2016,AZ,1905320500,,31938,22320,0
ИМ,2016,IT,8428392000,ШТ,499428,42485,3
ИМ,2016,BY,3004200001,,2,0,0
ИМ,2016,CN,6908909900,М2,28696,47138,1986
ЭК,2016,EG,8408902709,ШТ,9502,10040,44
ИМ,2016,BY,1211908509,,1812,1236,0
ИМ,2016,CN,9403601009,ШТ,482,114,3
ИМ,2016,DE,8482101009,ШТ,2392,27,1300
ИМ,2016,TW,3926909707,,92,7,0
ЭК,2016,AB,2202901009,Л,1346,5130,3420
ИМ,2016,IN,3907300000,,3308,1470,0
ИМ,2016,KR,8538909100,,2863,2,0
ИМ,2016,NL,7210122000,,159966,169201,0
ИМ,2016,CN,6914900000,,5580,200,0
ИМ,2016,DE,8538909100,,3077,0,0
ЭК,2016,TR,4418908000,,80,44,0
ИМ,2016,CN,6211331000,,616,32,0
ИМ,2016,IN,8479908000,,2242,60,0
ЭК,2016,TR,4401399000,,2611,11730,0
ИМ,2016,CN,9015101000,ШТ,3217,18,100
ИМ,2016,TR,8201100000,,18,10,0
ИМ,2016,DE,8420918000,,8755,348,0
ЭК,2016,TR,4418205000,,42,31,0
ИМ,2016,TR,8481209009,,75,1,0
ИМ,2016,FI,9018499000,ШТ,5499,3,2
ЭК,2016,UA,1006306709,,109,161,0
ИМ,2016,IT,3917330009,,1836,405,0
ИМ,2016,IT,8414805900,ШТ,226890,7671,1
ИМ,2016,GB,8443131000,ШТ,557718,39635,1
ИМ,2016,DE,6805300002,,57494,4021,0
ИМ,2016,CN,3407000000,,336,109,0
ИМ,2016,US,3403199000,,77,1,0
ИМ,2016,BY,6402999600,ПАР,775,25,51
ЭК,2016,MD,2103909009,,5106,5271,0
ИМ,2016,TR,8448490000,,64261,3449,0
ИМ,2016,TR,7318153009,,40,3,0
ИМ,2016,CN,8544429007,,194,24,0
ИМ,2016,DE,8537109100,,3608,1,0
ИМ,2016,CN,8537109900,,42,0,0
ИМ,2016,SY,0702000001,,283065,202120,0
ЭК,2016,BY,7616999008,,17,1,0
ЭК,2016,AB,7318149900,,153,72,0
ИМ,2016,CN,8505902009,,127,11,0
ЭК,2017,UA,2009719909,,68590,188485,0
ЭК,2017,GE,2009719909,,14743,42237,0
ЭК,2017,BY,2501009190,,674,632,0
ЭК,2017,UA,2009120008,,29047,74934,0
ЭК,2017,GE,1905311900,,37144,17875,0
ЭК,2017,TR,1006109400,,657221,2950620,0
ИМ,2016,AM,8477809100,ШТ,300,500,1
ЭК,2016,BY,1905320500,,3147,7718,0
ИМ,2016,CA,4016930005,,3517,1,0
ЭК,2016,BY,8505902009,,409,2,0
ЭК,2017,TJ,2836200000,,303,594,0
ЭК,2017,UA,2836200000,,2558,3726,0
ЭК,2017,AM,3506100000,,535,2000,0
ИМ,2017,DE,3506910000,,818557,335390,0
ИМ,2017,CA,7326909807,,536,6,0
ЭК,2017,KZ,8409990009,,439,16,0
ЭК,2017,KG,8208300000,,267,15,0
ИМ,2017,CN,8201600000,,1978,370,0
ИМ,2017,CN,8207703100,,535,26,0
ИМ,2017,SK,7326909409,,36134,164,0
ИМ,2017,UA,7323910000,,69132,19596,0
ИМ,2017,CN,7210122000,,450044,518056,0
ЭК,2017,UA,3808942000,,13604,21237,0
ИМ,2017,DE,3909310000,,7408,1578,0
ЭК,2017,IL,3823193000,,118890,262280,0
ИМ,2017,BY,6403919100,ПАР,1351,39,50
ИМ,2017,BY,6403999800,ПАР,19059,533,847
ИМ,2017,BY,6911100000,,321290,145517,0
ЭК,2017,KZ,4409299200,М2,196070,212718,19630
ИМ,2017,SE,8422400008,ШТ,96592,4230,3
ИМ,2017,CN,8460390000,ШТ,213,23,11
ИМ,2017,BE,8424200000,ШТ,54672,1472,25
ИМ,2017,CN,8414808000,ШТ,1028,85,20
ИМ,2017,BE,8413910008,,19615,60,0
ИМ,2017,CN,8425190009,ШТ,6089,2080,135
ИМ,2017,IT,8431390000,,17708,660,0
ИМ,2017,TR,8412218008,ШТ,292,32,6
ЭК,2017,BY,8428909000,ШТ,429175,73400,28
ЭК,2017,AB,5407201100,М2,3793,1448,23140
ИМ,2017,IN,6802910000,,13504,14678,0
ЭК,2017,BY,8504408200,ШТ,3450,131,337
ЭК,2017,AB,8474909000,,3625,29,0
ИМ,2017,CA,8481101908,,324,0,0
ИМ,2017,CN,9503004900,ШТ,126153,20275,102444
ЭК,2017,UZ,1517909100,,2613624,2811732,0
ИМ,2017,CN,9405920008,,47,12,0
ЭК,2017,AM,1003900000,,36629,379370,0
ИМ,2017,CN,9503007500,ШТ,77574,12723,44902
ИМ,2017,CN,9506999000,ШТ,26455,5514,7520
ИМ,2017,UA,9403601001,ШТ,4286,2210,41
ЭК,2017,AM,9405409908,,112,14,0
ИМ,2017,CN,3922100000,,56310,38494,0
ИМ,2017,CN,9030310000,ШТ,2144,116,562
ИМ,2017,CN,9031809800,ШТ,1668,248,489
ЭК,2017,BY,8525801900,ШТ,57394,757,1355
ИМ,2017,DE,8439200009,ШТ,1342435,82074,1
ИМ,2017,BY,6403911100,ПАР,2012,48,91
ИМ,2017,TH,5703100000,М2,838,46,9
ИМ,2017,UY,0504000000,,57304,23600,0
ИМ,2017,IT,0602903000,ШТ,11913,646,40800
ЭК,2017,AM,3917231009,,15,5,0
ЭК,2017,GE,4407920000,М3,7647,42300,45
ИМ,2017,CA,4016999109,,115,0,0
ЭК,2017,NL,3301294100,,964370,23420,0
ИМ,2017,CN,3407000000,,677,138,0
ИМ,2017,TR,7013289000,ШТ,3759,1150,4320
ИМ,2017,CN,7019900009,,5,0,0
ИМ,2017,ES,2204298101,Л,32712,47780,48068
ИМ,2017,CN,9506620000,ШТ,32437,5909,17500
ИМ,2017,MY,9030320009,ШТ,184,1,2
ИМ,2017,CN,9004909000,ШТ,81,11,100
ЭК,2017,BY,7326909807,,2093,5,0
ИМ,2017,CZ,8481809907,,17058,330,0
ЭК,2017,BY,8302500000,,104,7,0
ИМ,2017,CN,8203200001,,109,2,0
ИМ,2017,IN,8205598099,,626,119,0
ИМ,2017,CN,8205591000,,166,58,0
ЭК,2017,AM,7604109000,,40,15,0
ИМ,2017,IT,4016930005,,64,0,0
ЭК,2017,TJ,3208109000,,82117,116440,0
ЭК,2017,KG,3208909109,,1255,720,0
ИМ,2017,CN,7307998009,,92,4,0
ЭК,2017,KZ,2009120008,,156,518,0
ИМ,2017,BR,0504000000,,224522,61947,0
ИМ,2017,CN,9403700008,,1367,240,0
ЭК,2017,UA,1103199009,,22298,22138,0
ЭК,2017,BY,8529108000,,667,10,0
ЭК,2017,KZ,8466937000,,2578,270,0
ЭК,2017,AM,7318149900,,228,89,0
ЭК,2017,AM,4418205000,,330,347,0
ЭК,2017,KZ,8483602000,ШТ,7065,226,9
ИМ,2017,CN,8481209009,,121,1,0
ЭК,2017,AM,8479899708,ШТ,438,600,1
ИМ,2017,CN,8467295100,ШТ,1174,113,40
ИМ,2017,TR,7321119000,ШТ,4915,398,15
ИМ,2017,GB,7419999000,,4098,8,0
ИМ,2017,CN,7318210009,,73,8,0
ЭК,2017,KZ,8204110000,,172,3,0
ИМ,2017,GB,8208900000,,41,0,0
ИМ,2017,CN,8207506000,,3942,409,0
ИМ,2017,IT,7013499900,ШТ,71,19,18
ЭК,2017,AB,6807100001,М2,2370,7140,2130
ИМ,2017,CZ,7013375900,ШТ,3419,586,1936
ЭК,2017,BY,6201910000,ШТ,9,1,2
ИМ,2017,CN,9017300000,ШТ,3752,114,591
ЭК,2017,KZ,9025804000,ШТ,2499,20,92
ИМ,2017,CN,7013379900,ШТ,687,35,102
ИМ,2017,BR,8207506000,,27,1,0
ЭК,2017,AM,6910100000,ШТ,368,502,52
ИМ,2017,CH,3403990000,,1299,22,0
ЭК,2017,SG,3301294100,,42227,1000,0
ЭК,2017,GE,3208109000,,72370,85449,0
ЭК,2017,LV,2103909009,,10609,11142,0
ИМ,2017,ES,7326909807,,675,1,0
ИМ,2017,CH,7616999008,,2560,3,0
ИМ,2017,PL,8202100000,,195,10,0
ЭК,2017,OS,7308905900,,12362,6296,0
ЭК,2017,AM,6804225000,,14,11,0
ИМ,2017,CN,6403400000,ПАР,3611,259,236
ЭК,2017,AB,6305331001,,1744,639,0
ЭК,2017,SE,4407919000,М3,23908,19200,25
ИМ,2017,UA,4421999900,,12249,13400,0
ИМ,2017,IT,4417000000,,1310,218,0
ЭК,2017,AM,4009120009,,6,1,0
ИМ,2017,CN,3926100000,,55,6,0
ИМ,2017,CN,8303009000,,291,81,0
ИМ,2017,TR,8413810000,ШТ,20234,5733,3
ЭК,2017,AM,3922100000,,102,18,0
ИМ,2017,CN,8483508000,ШТ,4792,810,30
ИМ,2017,TR,8483908909,,6985,1355,0
ИМ,2017,FR,8432391100,ШТ,49704,3855,1
ИМ,2017,ES,8544499108,,1001,16,0
ЭК,2017,AM,8544499108,,1483,607,0
ЭК,2017,KZ,8544200000,,130,0,0
ИМ,2017,GB,8505200000,,3120,4,0
ЭК,2017,KZ,8479908000,,180,12,0
ИМ,2017,CN,8483109500,ШТ,3414,1674,280
ИМ,2017,VN,4602199000,,104,9,0
ИМ,2017,CA,3926909200,,123,0,0
ЭК,2017,UZ,4416000000,,33000,11015,0
ИМ,2017,DE,2909440000,,2029,540,0
ЭК,2017,AZ,1905311900,,77869,40965,0
ИМ,2017,TR,9403700008,,8001,1891,0
ЭК,2017,BY,7318210009,,1,0,0
ИМ,2017,CN,8459290000,ШТ,6171,1830,1
ИМ,2017,CN,8516797000,ШТ,1683,145,186
ЭК,2017,KZ,8517620003,ШТ,4426,29,333
ИМ,2017,CN,8456200008,ШТ,806,13,1
ИМ,2017,TR,8438809900,ШТ,2499,238,7
ИМ,2017,CN,8301100000,,887,195,0
ЭК,2017,AM,3925901000,,53,18,0
ИМ,2017,TR,3924900009,,7770,1381,0
ЭК,2017,AM,9505109000,,461,39,0
ИМ,2017,BY,2102109000,,962,135,0
ЭК,2017,KZ,2106909200,,357,13,0
ИМ,2017,TR,1806903100,,290,15,0
ЭК,2017,AM,8538909909,,9,2,0
ЭК,2017,AB,7305310000,,11504,16422,0
ИМ,2017,BY,7013221000,ШТ,6380,526,3354
ИМ,2017,BY,7013411000,ШТ,2898,321,317
ЭК,2017,AM,8481801100,,243,56,0
ИМ,2017,CN,7318157009,,9,2,0
ИМ,2017,CA,7318220009,,263,0,0
ИМ,2017,KR,7326909409,,406,2,0
ИМ,2017,CN,8203400000,,4371,602,0
ИМ,2017,DE,6805300002,,610,53,0
ИМ,2017,CN,8516808000,ШТ,148,11,65
ЭК,2017,KZ,8536500700,,252,1,0
ИМ,2017,CN,8536419000,,11,2,0
ИМ,2017,TR,1704906500,,1107,98,0
ИМ,2017,CN,8504409000,ШТ,1104,7,6
ИМ,2017,DE,9031499000,ШТ,354,0,1
ИМ,2017,CN,9017203900,ШТ,1181,251,1934
ИМ,2017,TR,6303929000,М2,13125,1459,14364
ИМ,2017,CN,8205510090,,2156,606,0
ЭК,2017,KZ,2009899900,,313,1037,0
ИМ,2017,TR,9603909900,ШТ,946,272,1716
ИМ,2017,BR,2304000001,,312186,522050,0
ИМ,2017,PL,7326909409,,3935,762,0
ЭК,2017,TJ,3824999609,,585,1373,0
ЭК,2017,OS,3923309010,,1365,892,0
ИМ,2017,DE,7616991009,,3437,1,0
ИМ,2017,TR,8460310009,ШТ,10230,610,1
ИМ,2017,TR,8481801900,,812,49,0
ЭК,2017,KZ,8708701000,,692,108,0
ЭК,2017,KG,8518299500,ШТ,257,6,6
ЭК,2017,KZ,8544609009,,2082,653,0
ЭК,2017,KZ,8536699008,,773,7,0
ИМ,2017,CN,8539500000,ШТ,4650,310,4000
ИМ,2017,GB,8483109500,ШТ,3778,13,4
ИМ,2017,DE,2710198400,,399,108,0
ЭК,2017,KG,3209100009,,8563,19690,0
ЭК,2017,AM,1206009900,,17692,40560,0
ИМ,2017,UZ,1202410000,,51100,36000,0
ИМ,2017,TR,9403903000,,28054,13466,0
ЭК,2017,KZ,8537101000,,4218,15,0
ИМ,2017,CN,8484900000,,134,25,0
ЭК,2017,AM,8208300000,,356,30,0
ИМ,2017,CN,8421310000,ШТ,197,33,102
ЭК,2018,GB,0909220000,,39400,140000,0
ИМ,2018,BY,3303009000,,82374,8731,0
ЭК,2018,KZ,2827499000,,45022,16700,0
ИМ,2018,IN,6802931000,,45488,72647,0
ИМ,2018,VN,7210122000,,1134983,1064769,0
ЭК,2018,KZ,6910100000,ШТ,146,1,5
ИМ,2018,DE,7326909409,,3758,9,0
ИМ,2017,BE,4009220009,,183,1,0
ИМ,2018,MX,8481805910,,496,0,0
ИМ,2018,CN,8432900000,,301515,224815,0
ИМ,2017,CN,8504408400,ШТ,786,13,1
ИМ,2018,CN,8481309908,,597,96,0
ИМ,2018,CN,9506699000,ШТ,1092,218,1560
ИМ,2018,JP,8483102108,ШТ,491,16,1
ЭК,2018,BY,8432293000,ШТ,8118,1865,1
ИМ,2018,TR,8431390000,,2391,755,0
ИМ,2018,CN,7013100000,ШТ,5957,3037,8700
ИМ,2018,CN,8204120000,,1627,446,0
ЭК,2018,KZ,9026204000,ШТ,303,8,3
ЭК,2018,UA,2009909800,,30050,97883,0
ЭК,2018,AB,0403905309,,534158,589567,0
ЭК,2018,BY,1301900000,,61,3,0
ИМ,2018,CN,7307998009,,284,176,0
ИМ,2018,BE,6805300009,,6838,360,0
ИМ,2018,IT,8205591000,,65,2,0
ИМ,2018,DE,4016999708,,766,12,0
ЭК,2018,UA,3214900009,,16941,167640,0
ИМ,2018,DE,3208909109,,548055,172102,0
ЭК,2018,AB,0401201109,,72008,86980,0
ИМ,2018,CN,8481807900,,118,8,0
ИМ,2018,CN,9504908009,ШТ,1016,175,1800
ЭК,2018,UA,3824999609,,12175,13569,0
ИМ,2018,CN,9017801000,ШТ,2740,1011,4514
ЭК,2018,AM,2009419900,,414,995,0
ИМ,2018,EG,0807190000,,44933,54000,0
ЭК,2018,BY,1702190000,,21,1,0
ИМ,2018,CN,5407613000,М2,38096,13663,73839
ЭК,2018,AM,4805500000,,56900,117163,0
ИМ,2018,DE,2908990000,,7189,851,0
ЭК,2018,KG,3402209000,,36575,66414,0
ИМ,2018,NO,3206110000,,21633,7000,0
ЭК,2018,UA,2009905908,,4142,7293,0
ИМ,2018,US,8421392009,ШТ,18000,60,3
ИМ,2018,CN,8471900000,ШТ,978,5,1
ИМ,2018,ES,8432900000,,247177,89256,0
ИМ,2018,BY,8483908100,,376352,301788,0
ИМ,2018,CN,8483908100,,4137,646,0
ИМ,2018,TR,7210122000,,25536,25281,0
ИМ,2018,TR,7013371000,ШТ,3494,1908,6804
