....................
KOD,SIMPLE_NAM
0207603101,"КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО ЦЕСАРОК, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207603109,"ПРОЧИЕ КРЫЛЬЯ ЦЕЛЫЕ, С ТОНКИМ КОНЦОМ ИЛИ БЕЗ НЕГО ЦЕСАРОК"
02076041,"ЧАСТИ ТУШЕК ЦЕСАРОК: СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ, НЕОБВАЛЕННОЕ"
0207604101,"СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ ЦЕСАРОК, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0207604109,"ПРОЧИЕ СПИНКИ, ШЕЙКИ, СПИНКИ ВМЕСТЕ С ШЕЙКОЙ, ГУЗКИ И ТОНКИЕ КОНЦЫ КРЫЛЬЕВ ЦЕСАРОК, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02076051,"ЧАСТИ ТУШЕК ЦЕСАРОК: ГРУДКИ И КУСКИ ИЗ НИХ, НЕОБВАЛЕННОЕ"
0207605101,"ГРУДКИ ЦЕСАРОК И КУСКИ ИЗ НИХ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207605109,"ПРОЧИЕ ГРУДКИ ЦЕСАРОК И КУСКИ ИЗ НИХ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02076061,"ЧАСТИ ТУШЕК ЦЕСАРОК: НОЖКИ И КУСКИ ИЗ НИХ, НЕОБВАЛЕННОЕ"
0207606101,"НОЖКИ ЦЕСАРОК И КУСКИ ИЗ НИХ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207606109,"ПРОЧИЕ НОЖКИ ЦЕСАРОК И КУСКИ ИЗ НИХ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02076081,"ПРОЧИЕ ЧАСТИ ТУШЕК ЦЕСАРОК, НЕОБВАЛЕННОЕ"
0207608101,"ПРОЧИЕ ЧАСТИ ТУШЕК ЦЕСАРОК, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207608109,"ПРОЧИЕ ЧАСТИ ТУШЕК ЦЕСАРОК, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02076091,"СУБПРОДУКТЫ ЦЕСАРОК: ПЕЧЕНЬ, КРОМЕ СВЕЖЕЙ ИЛИ ОХЛАЖДЕННОЙ ЖИРНОЙ ПЕЧЕНИ"
0207609101,"ПЕЧЕНЬ ЦЕСАРОК, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207609109,ПРОЧАЯ ПЕЧЕНЬ ЦЕСАРОК
02076099,ПРОЧИЕ СУБПРОДУКТЫ ЦЕСАРОК
0207609901,"ПРОЧИЕ СУБПРОДУКТЫ ЦЕСАРОК, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ПРИ НАЛИЧИИ ЛИЦЕНЗИИ, ВЫДАННОЙ КОМПЕТЕНТНЫМ ОРГАНОМ"
0207609909,"ПРОЧИЕ СУБПРОДУКТЫ ЦЕСАРОК, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0208,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
020810,"МЯСО И СУБПРОДУКТЫ КРОЛИКОВ ИЛИ ЗАЙЦЕВ СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ"
02081010,"МЯСО ДОМАШНИХ КРОЛИКОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ ЗАМОРОЖЕННОЕ"
0208101000,"МЯСО ДОМАШНИХ КРОЛИКОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ ЗАМОРОЖЕННОЕ"
02081090,"ПРОЧЕЕ МЯСО КРОЛИКОВ ИЛИ ЗАЙЦЕВ СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
0208109000,"ПРОЧЕЕ МЯСО КРОЛИКОВ ИЛИ ЗАЙЦЕВ СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
020830,"МЯСО ПРИМАТОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
02083000,"МЯСО ПРИМАТОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
0208300000,"МЯСО ПРИМАТОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
020840,"МЯСО И СУБПРОДУКТЫ КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA), ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ СВЕЖ., ОХЛАЖД. ИЛИ ЗАМОРОЖ."
02084010,"МЯСО КИТОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
0208401000,"МЯСО КИТОВ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
02084020,"МЯСО ТЮЛЕНЕЙ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ ЗАМОРОЖЕННОЕ"
0208402000,"МЯСО ТЮЛЕНЕЙ, СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ ЗАМОРОЖЕННОЕ"
02084080,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA); ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
0208408000,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA); ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
020850,"МЯСО РЕПТИЛИЙ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ), СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИОИ МОРОЖЕНОЕ"
02085000,"МЯСО РЕПТИЛИЙ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ), СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИОИ МОРОЖЕНОЕ"
0208500000,"МЯСО РЕПТИЛИЙ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ), СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИОИ МОРОЖЕНОЕ"
020860,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, ВЕРБЛЮДОВ И ПРОЧИХ ЖИВОТНЫХ СЕМЕЙСТВА ВЕРБЛЮДОВЫХ (CAMELIDAE), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02086000,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, ВЕРБЛЮДОВ И ПРОЧИХ ЖИВОТНЫХ СЕМЕЙСТВА ВЕРБЛЮДОВЫХ (CAMELIDAE), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0208600000,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, ВЕРБЛЮДОВ И ПРОЧИХ ЖИВОТНЫХ СЕМЕЙСТВА ВЕРБЛЮДОВЫХ (CAMELIDAE), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
020890,"ПРОЧИЕ: МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ  МОРОЖЕНЫЕ"
02089010,"МЯСО ДОМАШНИХ ГОЛУБЕЙ СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
0208901000,"МЯСО ДОМАШНИХ ГОЛУБЕЙ СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
02089030,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ,  ДИЧИ, КРОМЕ КРОЛИКОВ ИЛИ ЗАЙЦЕВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0208903000,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ,  ДИЧИ, КРОМЕ КРОЛИКОВ ИЛИ ЗАЙЦЕВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
02089060,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ СЕВЕРНЫХ ОЛЕНЕЙ СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
0208906000,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ СЕВЕРНЫХ ОЛЕНЕЙ СВЕЖЕЕ, ОХЛАЖДЕННОЕ ИЛИ МОРОЖЕНОЕ"
02089070,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ЛЯГУШАЧЬИ ЛАПКИ"
0208907000,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ, ЛЯГУШАЧЬИ ЛАПКИ"
02089098,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0208909800,"ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ"
0209,"СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
020910,СВИНОЙ ЖИР
02091011,"ПОКОЖНЫЙ СВИНОЙ ЖИР, СВЕЖИЙ, ОХЛАЖДЕННЫЙ, ЗАМОРОЖЕННЫЙ, СОЛЕНЫЙ ИЛИ В РАССОЛЕ"
0209101100,"ПОКОЖНЫЙ СВИНОЙ ЖИР, СВЕЖИЙ, ОХЛАЖДЕННЫЙ, ЗАМОРОЖЕННЫЙ, СОЛЕНЫЙ ИЛИ В РАССОЛЕ"
02091019,"ПОКОЖНЫЙ СВИНОЙ ЖИР, СУШЕНЫЙ ИЛИ КОПЧЕНЫЙ"
0209101900,"ПОКОЖНЫЙ СВИНОЙ ЖИР, СУШЕНЫЙ ИЛИ КОПЧЕНЫЙ"
02091090,"СВИНОЙ ЖИР, КРОМЕ УКАЗАННОГО В ПОДСУБПОЗИЦИИ 0209 10 110 0 ИЛИ 0209 10 190 0"
0209109000,"СВИНОЙ ЖИР, КРОМЕ УКАЗАННОГО В ПОДСУБПОЗИЦИИ 0209 10 110 0 ИЛИ 0209 10 190 0"
020990,ПРОЧИЙ ЖИР
02099000,ПРОЧИЙ ЖИР
0209900000,ПРОЧИЙ ЖИР
0210,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ"
021011,"СВИНЫЕ ОКРОКА, ЛОПАТКИ И ОТРУБА ИЗ НИХ, НЕОБВАЛЕННЫЕ"
02101111,"ОКОРОКА И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ СОЛЕНЫЕ ИЛИ В РАССОЛЕ, НЕОБВАЛЕННЫЕ"
0210111100,"ОКОРОКА И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ СОЛЕНЫЕ ИЛИ В РАССОЛЕ, НЕОБВАЛЕННЫЕ"
02101119,"ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ СОЛЕНЫЕ ИЛИ В РАССОЛЕ, НЕОБВАЛЕННЫЕ"
0210111900,"ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ СОЛЕНЫЕ ИЛИ В РАССОЛЕ, НЕОБВАЛЕННЫЕ"
02101131,"ОКОРОКА И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ, НЕОБВАЛЕННЫЕ"
0210113100,"ОКОРОКА И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ, НЕОБВАЛЕННЫЕ"
02101139,"ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ОТРУБА ИЗ ДОМАШНИХ СВИНЕЙ СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ, НЕОБВАЛЕННЫЕ"
0210113900,"ЛОПАТКИ (ПЕРЕДНИЕ ОКОРОКА) И ОТРУБА ИЗ ДОМАШНИХ СВИНЕЙ СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ, НЕОБВАЛЕННЫЕ"
02101190,"ПРОЧИЕ СВИННЫЕ ОКОРОКА, ЛОПАТКИ И ИХ ОТРУБА НЕОБВАЛЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
0210119000,"ПРОЧИЕ СВИННЫЕ ОКОРОКА, ЛОПАТКИ И ИХ ОТРУБА НЕОБВАЛЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
021012,СВИНЫЕ ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА ИЗ НИХ
02101211,"ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА ИЗ НИХ, ДОМАШНИХ СВИНЕЙ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
0210121100,"ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА ИЗ НИХ, ДОМАШНИХ СВИНЕЙ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
02101219,"ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА И ИЗ НИХ, ДОМАШНИХ СВИНЕЙ СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
0210121900,"ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА И ИЗ НИХ, ДОМАШНИХ СВИНЕЙ СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
02101290,ПРОЧИЕ ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА ИЗ НИХ
0210129000,ПРОЧИЕ ГРУДИНКИ (С ПРОСЛОЙКАМИ) И ОТРУБА ИЗ НИХ
021019,ПРОЧИЕ ЧАСТИ ТУШ СВИНЕЙ
02101910,ПРОЧИЕ БЕКОННЫЕ ПОЛОВИНКИ ИЛИ СПЕНСЕРЫ (КОРОТКИЕ БЕКОННЫЕ ПОЛОВИНКИ) ДОМАШНИХ СВИНЕЙ СОЛЕНЫЕ ИЛИ В РАССОЛЕ
0210191000,ПРОЧИЕ БЕКОННЫЕ ПОЛОВИНКИ ИЛИ СПЕНСЕРЫ (КОРОТКИЕ БЕКОННЫЕ ПОЛОВИНКИ) ДОМАШНИХ СВИНЕЙ СОЛЕНЫЕ ИЛИ В РАССОЛЕ
02101920,"3/4 СВИНОГО БОКА ИЛИ СЕРЕДИНКА ДОМАШНИХ СВИНЕЙ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
0210192000,"3/4 СВИНОГО БОКА ИЛИ СЕРЕДИНКА ДОМАШНИХ СВИНЕЙ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
02101930,"ПЕРЕДНИЕ КРАЯ И ОТРУБА ИЗ НИХ ДОМАШНИХ СВИНЕЙ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
0210193000,"ПЕРЕДНИЕ КРАЯ И ОТРУБА ИЗ НИХ ДОМАШНИХ СВИНЕЙ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
02101940,"КОРЕЙКИ И ОТРУБА ИЗ НИХ СВИНЕЙ ДОМАШНИХ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
0210194000,"КОРЕЙКИ И ОТРУБА ИЗ НИХ СВИНЕЙ ДОМАШНИХ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ"
02101950,"МЯСО И ПИЩЕВЫЕ  МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ ДОМАШНИХ СВИНЕЙ"
0210195000,"МЯСО И ПИЩЕВЫЕ  МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ ДОМАШНИХ СВИНЕЙ"
02101960,"ПЕРЕДНИЕ КРАЯ И ОТРУБА ИЗ НИХ, ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
0210196000,"ПЕРЕДНИЕ КРАЯ И ОТРУБА ИЗ НИХ, ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
02101970,"КОРЕЙКИ И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
0210197000,"КОРЕЙКИ И ИХ ОТРУБА ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
02101981,"ПРОЧЕЕ МЯСО ДОМАШНИХ СВИНЕЙ, ОБВАЛЕННОЕ, СУШЕНОЕ ИЛИ КОПЧЕНОЕ"
0210198100,"ПРОЧЕЕ МЯСО ДОМАШНИХ СВИНЕЙ, ОБВАЛЕННОЕ, СУШЕНОЕ ИЛИ КОПЧЕНОЕ"
02101989,"ПРОЧИЕ ОТРУБА ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
0210198900,"ПРОЧИЕ ОТРУБА ДОМАШНИХ СВИНЕЙ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ"
02101990,"ПРОЧЕЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ ИЗ СВИНИНЫ"
0210199000,"ПРОЧЕЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ ИЗ СВИНИНЫ"
021020,"МЯСО КРУПНОГО РОГАТОГО СКОТА СОЛЕНОЕ, В РАССОЛЕ, СУШЕНОЕ ИЛИ КОПЧЕНОЕ"
02102010,НЕОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА
0210201000,НЕОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА
02102090,ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА
0210209000,ОБВАЛЕННОЕ МЯСО КРУПНОГО РОГАТОГО СКОТА
021091,МЯСО ПРИМАТОВ ОБВАЛЕННОЕ
02109100,МЯСО ПРИМАТОВ ОБВАЛЕННОЕ
0210910000,МЯСО ПРИМАТОВ ОБВАЛЕННОЕ
021092,"МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, ПИЩЕВАЯ МУКА КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA); ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
02109210,"ПРОЧЕЕ МЯСО КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA), ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ (МЛЕКОПИТАЮЩИХ ПОДОТРЯДА PINNIPEDIA)"
0210921000,"ПРОЧЕЕ МЯСО КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA), ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ (МЛЕКОПИТАЮЩИХ ПОДОТРЯДА PINNIPEDIA)"
02109291,"ПРОЧЕЕ МЯСО КИТОВ , ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA)"
0210929100,"ПРОЧЕЕ МЯСО КИТОВ , ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА CETACEA); ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA)"
02109292,"ПРОЧИЕ СУБПРОДУКТЫ ИЗ КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ; ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA); ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
0210929200,"ПРОЧИЕ СУБПРОДУКТЫ ИЗ КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ; ЛАМАНТИНОВ И ДЮГОНЕЙ (МЛЕКОПИТАЮЩИХ ОТРЯДА SIRENIA); ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
02109299,"ПРОЧАЯ ПИЩЕВАЯ МУКА ИЗ МЯСА КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ ); ЛАМАНТИНОВ И ДЮГОНЕЙ; ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
0210929900,"ПРОЧАЯ ПИЩЕВАЯ МУКА ИЗ МЯСА КИТОВ, ДЕЛЬФИНОВ И МОРСКИХ СВИНЕЙ ); ЛАМАНТИНОВ И ДЮГОНЕЙ; ТЮЛЕНЕЙ, МОРСКИХ ЛЬВОВ И МОРЖЕЙ"
021093,МЯСО РЕПТИЛИЙ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ)
02109300,МЯСО РЕПТИЛИЙ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ)
0210930000,МЯСО РЕПТИЛИЙ (ВКЛЮЧАЯ ЗМЕЙ И ЧЕРЕПАХ)
021099,ПРОЧИЕ: МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ : ВКЛЮЧАЯ ПИЩЕВУЮ МУКУ И МУКУ  ГРУБОГО ПОМОЛА
02109910,"МЯСО ЛОШАДЕЙ СОЛЕНОЕ, В РАССОЛЕ ИЛИ СУШЕНОЕ"
0210991000,"МЯСО ЛОШАДЕЙ СОЛЕНОЕ, В РАССОЛЕ ИЛИ СУШЕНОЕ"
02109921,БАРАНИНА И КОЗЛЯТИНА НЕОБВАЛЕННАЯ
0210992100,БАРАНИНА И КОЗЛЯТИНА НЕОБВАЛЕННАЯ
02109929,БАРАНИНА И КОЗЛЯТИНА ОБВАЛЕННАЯ
0210992900,БАРАНИНА И КОЗЛЯТИНА ОБВАЛЕННАЯ
02109931,МЯСО СЕВЕРНЫХ ОЛЕНЕЙ
0210993100,МЯСО СЕВЕРНЫХ ОЛЕНЕЙ
